"rowid";"hr";"date";"median_t";"mean";"min";"max"
"1412";5;2018-07-19;27.857;27.88978;27.486;28.37
"1413";5;2018-07-20;26.495;26.4908866666667;26.128;26.9
"1414";5;2018-07-21;25.5105;25.40238;24.466;26.263
"1415";5;2018-07-22;29.075;29.2602;28.09;31.819
"1416";5;2018-07-23;29.924;29.92325;29.714;30.103
"1417";5;2018-07-24;29.877;29.9135833333333;29.722;30.284
"1418";5;2018-07-25;27.5125;27.5651666666667;27.332;27.934
"1419";5;2018-07-26;27.682;27.69495;27.43;28.031
"1420";5;2019-03-01;19.362;19.4985865168539;18.9294;20.406
"1421";5;2019-03-02;17.0361;16.9842055865922;16.2991;17.3245
"1422";5;2019-03-03;11.8584;11.8981318181818;11.2309;12.8491
"1423";5;2019-03-04;11.6181;11.5298630769231;10.523;12.7236
"1424";5;2019-03-05;10.0667;10.1520791145833;9.232;11.107
"1425";5;2019-03-06;10.4031;10.3575674166667;8.92914;11.6395
"1426";5;2019-03-07;13.7076;13.7349095652174;11.5113;15.6
"1427";5;2019-03-08;11.7863;11.8843854166667;10.521;13.8
"1428";5;2019-03-09;11.5647;11.6064783866667;9.90112;12.9
"1429";5;2019-03-10;13.435;14.3919702564103;12.0881;25.34
"1430";5;2019-03-11;11.5754;11.7503576086957;10.4218;13.6
"1431";5;2019-03-12;11.10945;11.4387542708333;10.383;13.4
"1432";5;2019-03-13;11.4659;11.607362;10.275;13.0013
"1433";5;2019-03-14;14.2083;14.2591587719298;12.7236;15.6075
"1434";5;2019-03-15;16.5608;16.878948968254;14.1629;20.382
"1435";5;2019-03-16;15.9894;16.0681531746032;14.486;17.7785
"1436";5;2019-03-17;21.79325;21.668651372549;19.7598;22.804
"1437";5;2019-03-18;15.33115;15.4986378205128;13.7864;18.665
"1438";5;2019-03-19;12.1735;12.3904155128205;10.2563;15.5648
"1439";5;2019-03-20;11.7596;12.0828693589744;10.3951;15.0014
"1440";5;2019-03-21;13.3752;13.5008530769231;11.9893;16.0001
"1441";5;2019-03-22;19.1483;19.2529216666667;17.936;20.9481
"1442";5;2019-03-23;20.7412;20.7118221794872;18.5208;22.7666
"1443";5;2019-03-24;20.7438;20.783212051282;18.8573;22.7532
"1444";5;2019-03-25;21.50885;21.4618737179487;19.9868;23.3167
"1445";5;2019-03-26;22.7639;22.504251547619;18.7024;25.1805
"1446";5;2019-03-27;24.326;24.2178272222222;21.6584;26.0323
"1447";5;2019-03-28;19.6757;19.707833452381;19.3192;20.6784
"1448";5;2019-03-29;15.8452;15.8472560416667;14.024;17.3245
"1449";5;2019-03-30;14.6329;15.4220464912281;13.2043;36.6654
"1450";5;2019-03-31;20.398;20.8452157894737;17.928;35.1113
"1451";5;2019-04-01;24.6304;25.1945644444444;22.0322;37.2742
"1452";5;2019-04-02;25.66915;25.523249375;21.589;34.6867
"1453";5;2019-04-03;23.4155;23.6367017777778;21.3647;33.0231
"1454";5;2019-04-04;20.94945;21.4883614583333;18.7371;38.2489
"1455";5;2019-04-05;22.7158;23.506365;20.6303;43.0074
"1456";5;2019-04-06;22.2352;23.2349334722222;20.4167;39.5333
"1457";5;2019-04-07;21.087;21.7125565384615;19.3566;37.5146
"1458";5;2019-04-08;23.49555;23.3923830769231;21.637;24.9669
"1459";5;2019-04-09;26.36745;26.3591833333333;25.7653;26.8708
"1460";5;2019-04-10;18.8172;18.8172116666667;18.6784;18.9454
"1461";5;2019-04-11;17.0655;17.05621;16.94;17.1777
"1462";5;2019-04-12;22.6678;22.66438;22.6117;22.7078
"1463";5;2019-04-13;22.1577;22.1563433333333;22.115;22.2005
"1464";5;2019-04-14;21.4074;21.406045;21.3807;21.4207
"1465";5;2019-04-15;21.2659;21.2609733333333;21.2365;21.2952
"1466";5;2019-04-16;22.0856;22.0926233333333;22.0589;22.1284
"1467";5;2019-04-30;19.183;18.9786416666667;18.179;19.5222
"1468";5;2019-05-01;18.7798;18.7093083333333;17.7838;20.1123
"1469";5;2019-05-02;17.8372;17.6419379166667;16.6116;18.4834
"1470";5;2019-05-03;18.6944;18.674141;17.3779;19.912
"1471";5;2019-05-04;20.8;20.8233959259259;19.6851;22.6571
"1472";5;2019-05-05;21.4;22.0379964243147;19.4474;31.6827
"1473";5;2019-05-06;22;22.9096397374702;20.5;32.6707
"1474";5;2019-05-07;21.8159;22.4690592283629;20;32.3743
"1475";5;2019-05-08;20.1;20.8510781622912;18;30.6359
"1476";5;2019-05-09;20.1;20.760145340751;18;31.2848
"1477";5;2019-05-10;22;22.8097567948718;20;32.4437
"1478";5;2019-05-11;21.1;21.9178372222222;18.8065;32.5585
"1479";5;2019-05-12;22;22.7650358333333;19.9307;32.9564
"1480";5;2019-05-13;22.27655;22.976571025641;20.3954;32.9564
"1481";5;2019-05-14;20.9321;21.6569546153846;18.3873;32.6867
"1482";5;2019-05-15;21;21.1442452777778;20;22.3
"1483";5;2019-05-16;20.6515;20.708375;19.562;22.25
"1484";5;2019-05-17;22.15;22.3196666666667;21.116;24.088
"1485";5;2019-05-18;27.036;27.0515166666667;26.752;27.334
"1486";5;2019-05-19;28.7035;28.7473333333333;27.986;29.717
"1487";5;2019-05-20;27.342;27.3667166666667;27.081;27.655
"1488";5;2019-05-21;24.212;24.3474083333333;23.884;26.054
"1489";5;2019-05-22;23.2175;23.237975;22.718;24.075
"1490";5;2019-05-23;22.322;22.17045;21.467;23.887
"1491";5;2019-05-24;20.2625;20.328725;19.551;21.656
"1492";5;2019-05-25;20.751;20.9587333333333;20.16;22.443
"1493";5;2019-05-29;24.2295;24.1801416666667;23.486;25.55
"1494";5;2019-05-30;23.407;23.415925;22.878;24.646
"1495";5;2019-05-31;23.32;23.4571;23.091;24.494
"1496";5;2019-06-01;22.742;22.8293666666667;22.326;24.445
"1497";5;2019-06-02;22.563;22.5589;22.309;22.926
"1498";5;2019-06-03;21;21.0083333333333;20;21.8
"1499";5;2019-06-04;24.55;24.6383333333333;24;25.7
"1500";5;2019-06-05;25.8;25.8166666666667;25;26.8
"1501";5;2019-06-06;25.2;25.51;24;27.6
"1502";5;2019-06-07;34.9324;32.5099889570552;24;40.3237
"1503";5;2019-06-08;34.5372;34.0670598455598;24;41.8511
"1504";5;2019-06-09;33.67205;33.8725923611111;27.3515;42.5935
"1505";5;2019-06-10;33.10595;33.3261055555556;27.8748;40.3958
"1506";5;2019-06-11;34.63065;34.7029908333333;26.0217;45.2157
"1507";5;2019-06-12;34.9511;34.9960210893855;28.5718;42.4947
"1508";5;2019-06-13;34.5679;34.990373125;28.8361;41.2957
"1509";5;2019-06-14;33.644;33.9654627777778;29.7654;38.8551
"1510";5;2019-06-15;32.3676;32.3079420833333;29.0818;35.9578
"1511";5;2019-06-16;32.7094;32.949705;28.8415;37.6508
"1512";5;2019-06-17;32.9617;33.2088241666667;27.7119;38.9432
"1513";5;2019-06-18;30.9203;31.09527625;28.6198;35.6267
"1514";5;2019-07-06;31.82;32.1957833333333;31.45;33.355
"1515";5;2019-07-07;31.43;31.4657666666667;31.348;31.678
"1516";5;2019-07-08;27.217;27.2553666666667;27.132;27.489
"1517";5;2019-07-09;31.787;31.7948166666667;31.748;31.884
"1518";5;2020-03-08;12.86;13.1835333333333;11.05;15.18
"1519";5;2020-03-09;14.26;14.2936658333333;12.55;16.0188
"1520";5;2020-03-10;13.81;14.0371336666667;12.5821;15.7
"1521";5;2020-03-11;10.125;10.0888762878788;7.61803;12.62
"1522";5;2020-03-12;11.5834;11.1384393;8.16;13.0494
"1523";5;2020-03-13;12.89325;12.866919047619;10.7503;14.9426
"1524";5;2020-03-14;15.72885;15.8465229761905;13.4126;17.8105
"1525";5;2020-03-15;21.04;21.0646161007667;19.59;34.27
"1526";5;2020-03-16;17.06;16.7003661904762;14.1469;18.3018
"1527";5;2020-03-17;18.9547;18.542471025641;15.0895;20.9428
"1528";5;2020-03-18;20.5551;20.3737254166667;18.6;21.74
"1529";5;2020-03-19;22.205;22.3825833333333;19.81;25.16
"1530";5;2020-03-25;13.595;13.8051333333333;13.34;14.81
"1531";5;2020-03-26;14.88;15.0068833333333;13.8;16.03
"1532";5;2020-03-27;15.575;15.6331333333333;14.55;16.77
"1533";5;2020-03-28;20.15;19.9471;18.87;20.81
"1534";5;2020-03-29;24.65;24.6128333333333;23.55;25.47
"1535";5;2020-03-30;22.91;22.9841388888889;22.43;23.54
"1536";5;2020-03-31;14.93;14.9528333333333;14.27;15.63
"1537";5;2020-04-01;15.8;15.5993333333333;14.84;16.12
"1538";5;2020-04-02;20.095;20.0688333333333;19.61;20.43
"1539";5;2020-04-03;18.74;18.9413888888889;18.45;19.78
"1540";5;2020-04-04;20.64;20.7907222222222;20.23;21.74
"1541";5;2020-04-05;20.99;20.9090555555556;20.17;21.48
"1542";5;2020-04-06;17.9;18.1142777777778;17.54;18.95
"1543";5;2020-04-07;14.085;14.1076111111111;13.51;14.68
"1544";5;2020-04-08;17.755;17.7635;16.16;19.06
"1545";5;2020-04-09;20.42;20.4638333333333;19.76;21.42
"1546";5;2020-04-10;22.975;23.0369444444444;22.09;24.24
"1547";5;2020-04-11;26.28;26.0124444444444;24.58;27.22
"1548";5;2020-04-12;26.48;26.4552777777778;25.57;27.28
"1549";5;2020-04-13;27.04;26.9033333333333;25.75;27.9
"1550";5;2020-04-14;23.47;23.5757222222222;22.63;24.31
"1551";5;2020-04-15;21.675;21.7143888888889;20.81;22.71
"1552";5;2020-05-01;30.55;30.54725;30.01;30.94
"1553";5;2020-05-02;25.25;25.2185;24.65;25.79
"1554";5;2020-05-03;26.31;26.3223333333333;26.1;26.58
"1555";5;2020-05-04;23.91;23.8881666666667;23.56;24.14
"1556";5;2020-05-05;22.985;22.9606666666667;22.6;23.32
"1557";5;2020-05-06;18.08;18.0523333333333;17.1;18.61
"1558";5;2020-05-07;23.495;23.4083333333333;22.81;24.09
"1559";5;2020-05-08;22.295;22.2595;21.95;22.68
"1560";5;2020-05-09;21.58;21.574;21.37;21.76
"1561";5;2020-05-10;20.99;20.9758333333333;20.43;21.48
"1562";5;2020-05-11;25.08;25.0668333333333;24.62;25.45
"1563";5;2020-05-12;24.31;24.4261666666667;24.22;24.91
"1564";5;2020-05-13;20.8;20.8038333333333;19.69;22
"1565";5;2020-05-14;19.295;19.3227222222222;18.51;20.18
"1566";5;2020-05-15;20.115;20.1598055555556;18.42;23.27
"1567";5;2020-05-16;25.78;25.6815277777778;22.29;28.12
"1568";5;2020-05-17;23.465;23.4346111111111;21.78;24.83
"1569";5;2020-05-18;22.405;22.2366388888889;20.03;24.27
"1570";5;2020-05-19;22.5;22.2834722222222;20.09;24.34
"1571";5;2020-05-20;25.36;25.4312333333333;24.64;26.3
"1572";5;2020-05-21;23.95;23.9197;22.4;25.65
"1573";5;2020-05-22;22.895;22.93575;21.79;25.03
"1574";5;2020-05-23;22.68;22.6493333333333;21.49;23.79
"1575";5;2020-05-24;23.55;23.662125;22.57;25.03
"1576";5;2020-05-25;27.18;27.226875;26.7;27.94
"1577";5;2020-05-27;25.01;25.0491666666667;24.71;25.53
"1578";5;2020-05-28;25.43;25.4966666666667;25.16;26.32
"1579";5;2020-05-29;26.355;26.4913333333333;26.18;27.16
"1580";5;2020-05-30;27.16;27.2101666666667;26.92;27.81
"1581";5;2020-05-31;30.68;30.7308333333333;30.56;31.13
"1582";5;2020-06-01;30.805;30.8533333333333;30.38;31.57
"1583";5;2020-06-02;30.01;29.9095;29.19;31.06
"1584";5;2020-06-03;27.04;27.1605;26.67;28.3
"1585";5;2020-06-04;26.78;26.7035833333333;26.09;27.45
"1586";5;2020-06-05;25.42;25.45;25.23;25.93
"1587";5;2020-06-06;28.28;28.2671666666667;27.89;28.57
"1588";5;2020-06-11;29.07;29.1365;28.75;29.54
"1589";5;2020-06-12;24.04;24.4060555555556;21.95;26.46
"1590";5;2020-06-13;23.26;23.0341666666667;20.89;25.37
"1591";5;2020-06-14;28.765;28.7298333333333;27.91;29.46
"1592";5;2020-06-15;28.81;28.7763333333333;27.98;29.5
"1593";5;2020-06-16;26.31;26.9770416666667;25.41;31.5
"1594";5;2020-06-17;26.2;27.3646666666667;25.27;32.76
"1595";5;2020-06-18;29.11;29.8174166666667;27.82;34.31
"1596";5;2020-06-19;27.705;28.9813333333333;26.43;34.43
"1597";5;2020-06-20;29.085;30.397375;27.9;35.42
"1598";5;2020-06-21;29.01;30.2086666666667;27.69;34.92
"1599";5;2020-06-22;26.62;27.8313666666667;25.4;34.16
"1600";5;2020-06-23;25.25;27.4565;24.05;33.65
"1601";5;2020-06-24;27.18;29.4951666666667;26;35.05
"1602";5;2020-06-25;31;32.017;29.97;36.25
"1603";5;2020-06-26;31.595;31.9947083333333;29.42;35.7
"1604";5;2020-06-27;31.635;31.510375;30.89;32.28
"1605";5;2020-06-28;29.285;29.2059583333333;28.17;30.5
"1606";5;2020-06-29;27.045;26.9221666666667;25.74;28.3
"1607";5;2020-06-30;25.65;32.0001333333333;23.18;65.48
"1608";5;2020-07-01;30.685;35.6579;28.84;63.63
"1609";5;2020-07-02;29.11;34.7996;27.92;63.77
"1610";5;2020-07-03;29.94;29.2767;26.49;33.04
"1611";5;2020-07-04;28.225;27.7551333333333;25.14;29.5
"1612";5;2020-07-05;28.485;27.5719117647059;24.91;29.03
"1613";5;2020-07-06;24.43;24.8599166666667;23.37;26.85
"1614";5;2020-07-07;24.155;24.2012777777778;22.87;25.5
"1615";5;2020-07-08;28.525;28.5434444444444;27.4;29.66
"1616";5;2020-07-09;28.985;29.1971666666667;27.85;31.13
"1617";5;2020-07-10;26.915;27.0894444444444;25.88;28.05
"1618";5;2020-07-11;27.54;27.4157222222222;26.54;27.82
"1619";5;2020-07-12;28.015;28.00325;26.25;29.28
"1620";5;2020-07-13;33.68;33.7535;32.96;34.99
"1621";5;2020-07-14;31.375;31.4903333333333;30.73;32.14
"1622";5;2020-07-15;28.43;28.4585;27.87;29.32
"1623";5;2020-07-16;30.92;30.9498333333333;30.71;31.38
"1624";5;2020-07-17;30.32;30.3173333333333;29.63;30.79
"1625";5;2020-07-18;31.595;31.6491666666667;31.43;32.05
"1626";5;2020-07-19;32.25;32.2508333333333;31.82;32.77
"1627";6;2017-06-07;11.7455;12.0329833333333;11.275;13.192
"1628";6;2017-06-08;10.756;10.8277;9.507;12.106
"1629";6;2017-06-09;11.9875;12.08715;10.312;13.961
"1630";6;2017-06-10;14.929;15.1505833333333;14.581;16.431
"1631";6;2018-03-16;29.205;29.4948304347826;20.543;37.756
"1632";6;2018-03-17;24.659;25.5506416666667;21.627;34.219
"1633";6;2018-03-18;27.929;28.2431708333333;19.545;39.059
"1634";6;2018-03-19;25.949;26.092093422307;18.641;37.379
"1635";6;2018-03-20;26.641;26.5026944444444;17.787;37.717
"1636";6;2018-03-21;27.187;26.920850877193;15.707;38.073
"1637";6;2018-03-22;27.199;26.8673036783576;16.205;37.815
"1638";6;2018-03-23;21.2;21.4897052631579;18.194;29.629
"1639";6;2018-03-24;28.048;27.9080052631579;19.124;36.502
"1640";6;2018-03-25;30.157;30.0690587719298;21.739;38.534
"1641";6;2018-03-26;30.5885;30.5062211191336;20.057;38.742
"1642";6;2018-03-27;29.0305;29.1612760416667;20.353;39.186
"1643";6;2018-03-28;26.6735;27.0966159090909;20.451;37.7
"1644";6;2018-03-29;29.985;30.3249469453376;22.385;39.495
"1645";6;2018-06-07;44.216;44.2076333333333;41.561;46.62
"1646";6;2018-06-08;43.006;42.634725;39.087;46.08
"1647";6;2018-06-09;40.007;40.0270388888889;36.668;43.599
"1648";6;2018-06-10;41.479;41.5589555555556;38.112;45.381
"1649";6;2018-06-11;41.636;41.8445944444444;37.588;46.795
"1650";6;2018-06-12;40.3225;40.1363875;35.093;44.662
"1651";6;2018-06-13;38.988;38.9647095238095;33.473;43.801
"1652";6;2018-06-14;40.4515;40.3326285714286;34.609;46.416
"1653";6;2018-06-15;39.0815;38.8738119047619;33.996;43.987
"1654";6;2018-06-16;39.319;39.3020416666667;34.328;46.08
"1655";6;2018-06-17;38.4785;38.3093466666667;33.498;42.284
"1656";6;2018-06-18;38.7455;38.7223743589744;33.96;42.647
"1657";6;2018-06-19;40.762;40.0664947368421;29.542;45.98
"1658";6;2018-06-20;39.9305;39.7749912280702;35.113;44.716
"1659";6;2018-06-21;39.442;39.3170825515947;35.918;43.059
"1660";6;2018-06-22;36.632;36.6696156862745;32.024;40.893
"1661";6;2018-06-23;38.001;38.1329087719298;33.913;42.634
"1662";6;2018-06-24;37.8345;37.8886490196078;34.07;43.468
"1663";6;2018-06-25;39.365;39.5628956692913;32.92;46.858
"1664";6;2018-06-26;39.7445;38.8563208333333;28.663;47.063
"1665";6;2018-06-27;43.1455;42.0600375;28.399;52.178
"1666";6;2018-06-28;41.391;40.2076333333333;28.661;49.03
"1667";6;2018-06-29;40.9995;39.8711222222222;30.688;46.627
"1668";6;2018-06-30;41.943;42.2798916666667;39;47.757
"1669";6;2018-07-01;39.8355;39.7945416666667;37.064;42.356
"1670";6;2018-07-02;41.43;41.3254333333333;38.503;44.353
"1671";6;2018-07-06;35.2615;35.3174866666667;33.832;37.042
"1672";6;2018-07-07;33.9655;33.9880733333333;32.237;35.633
"1673";6;2018-07-08;33.1415;33.37322;31.214;35.466
"1674";6;2018-07-09;29.9815;29.9145466666667;27.513;33.216
"1675";6;2018-07-10;31.1235;31.2693866666667;29.37;34.026
"1676";6;2018-07-11;29.789;35.4535303030303;25.994;75.133
"1677";6;2018-07-12;29.1765;30.6865242424242;24.93;41.037
"1678";6;2018-07-13;28.9055;29.2374484848485;24.949;34.386
"1679";6;2018-07-14;28.5625;28.8112575757576;24.798;35.106
"1680";6;2018-07-15;27.5335;27.6651424242424;23.972;32.85
"1681";6;2018-07-16;30.84;31.0642466666667;28.933;34.168
"1682";6;2018-07-17;29.5575;29.7377333333333;27.585;33.261
"1683";6;2018-07-18;29.128;29.2900333333333;26.773;32.798
"1684";6;2018-07-19;29.516;29.5657;27.905;32.549
"1685";6;2018-07-20;28.275;28.4377;26.593;31.223
"1686";6;2018-07-21;27.6325;27.82986;25.137;31.525
"1687";6;2018-07-22;29.984;29.8510933333333;28.027;32.468
"1688";6;2018-07-23;30.874;30.9664583333333;29.808;32.634
"1689";6;2018-07-24;30.8645;30.9890583333333;29.873;32.702
"1690";6;2018-07-25;29.1625;29.1837833333333;27.609;31.114
"1691";6;2018-07-26;29.2785;29.3883333333333;27.665;31.793
"1692";6;2019-03-01;19.1056;19.1692868131868;18.3419;20.4221
"1693";6;2019-03-02;16.4086;16.3955633333333;15.7464;16.8759
"1694";6;2019-03-03;11.7009;11.6999229954614;10.907;13.231
"1695";6;2019-03-04;11.4232;11.3665543589744;10.542;12.542
"1696";6;2019-03-05;9.94118;9.94181726041667;8.75824;11.295
"1697";6;2019-03-06;10.4266;10.4717587222222;8.98521;11.9893
"1698";6;2019-03-07;13.0948;13.1411824637681;11.0146;15.3
"1699";6;2019-03-08;11.70945;11.8292299305556;10.6087;14
"1700";6;2019-03-09;11.382;11.4370998333333;9.8584;13.2897
"1701";6;2019-03-10;12.96915;13.9507775;11.6208;25.432
"1702";6;2019-03-11;11.28235;11.5005398550725;10.2135;13.9
"1703";6;2019-03-12;11.0774;11.2478665625;10.1228;13.036
"1704";6;2019-03-13;11.3137;11.5254776666667;10.0079;13.8959
"1705";6;2019-03-14;14.3472;14.3890234210526;12.8918;15.7277
"1706";6;2019-03-15;16.20015;16.2243444444444;14.2457;18.4274
"1707";6;2019-03-16;16.211;16.2657592063492;14.4727;17.9173
"1708";6;2019-03-17;21.5436;21.4515501960784;19.6317;22.6357
"1709";6;2019-03-18;14.6609;14.8875641025641;13.0067;17.7785
"1710";6;2019-03-19;12.1522;12.4198805128205;10.2029;15.5087
"1711";6;2019-03-20;12.1495;12.4224824358974;10.7396;14.9026
"1712";6;2019-03-21;13.5434;13.7202644871795;12.0587;15.9573
"1713";6;2019-03-22;19.3246;19.3692737179487;18.0962;21.0603
"1714";6;2019-03-23;19.47275;19.6671120512821;17.3913;22.2859
"1715";6;2019-03-24;20.75185;20.6722919230769;18.9;22.7105
"1716";6;2019-03-25;21.66775;21.7020001282051;19.9868;23.3033
"1717";6;2019-03-26;21.5222;21.4447386904762;18.1229;24.1444
"1718";6;2019-03-27;23.9922;23.7782035555556;21.6878;25.1672
"1719";6;2019-03-28;19.8212;19.8359030952381;19.426;20.5235
"1720";6;2019-03-29;15.7731;16.943451425762;14.0107;40.7777
"1721";6;2019-03-30;15.03075;16.3852412280702;13.1322;46.1316
"1722";6;2019-03-31;20.9828;21.7759086956522;18.3205;39.787
"1723";6;2019-04-01;23.3407;24.3399731111111;21.1964;40.8765
"1724";6;2019-04-02;23.7813;24.3998744791667;20.5903;40.297
"1725";6;2019-04-03;23.1751;23.9555016666667;21.9762;42.1181
"1726";6;2019-04-04;21.38205;22.3850225;18.5956;41.7523
"1727";6;2019-04-05;22.99085;24.4857647222222;20.3393;44.9033
"1728";6;2019-04-06;23.4155;24.4998245833333;19.3433;44.3478
"1729";6;2019-04-07;21.8453;22.9720775641026;19.1003;41.5948
"1730";6;2019-04-08;24.298;24.3476994871795;21.9415;26.3741
"1731";6;2019-04-09;25.0724;25.0723733333333;24.3794;25.752
"1732";6;2019-04-10;18.5635;18.5708833333333;18.438;18.6917
"1733";6;2019-04-11;16.8092;16.8142333333333;16.697;16.94
"1734";6;2019-04-12;22.5823;22.5807116666667;22.5262;22.625
"1735";6;2019-04-13;22.115;22.1149283333333;22.0723;22.1577
"1736";6;2019-04-14;21.394;21.393135;21.3513;21.4207
"1737";6;2019-04-15;21.2659;21.25955;21.2205;21.2819
"1738";6;2019-04-16;22.0723;22.0722766666667;22.0456;22.1017
"1739";6;2019-04-30;20.49015;20.6968305555556;18.5475;24.0777
"1740";6;2019-05-01;20.34465;20.5690836666667;18.5475;24.9215
"1741";6;2019-05-02;18.92535;18.9900754166667;16.9373;21.3754
"1742";6;2019-05-03;20.88265;21.1384973333333;17.8853;25.6451
"1743";6;2019-05-04;21.8146;22.2547735185185;19;27.6
"1744";6;2019-05-05;23;23.6549355952381;19.7144;31.5972
"1745";6;2019-05-06;24.2;24.7773444047619;21;32.3876
"1746";6;2019-05-07;23.59985;24.2707651041667;21;32.3048
"1747";6;2019-05-08;22.05625;23.0303891666667;19.3;30.7614
"1748";6;2019-05-09;21.832;22.9578700973574;19;31.1166
"1749";6;2019-05-10;24.7;25.1766517948718;21;31.6399
"1750";6;2019-05-11;23.9;24.9794805555556;20.4514;33.1
"1751";6;2019-05-12;24.2;25.1145841666667;21.0282;32.5585
"1752";6;2019-05-13;24.4435;25.0985179717587;21;32.7855
"1753";6;2019-05-14;23.6;24.4594251282051;19.4527;32.7428
"1754";6;2019-05-15;24.46345;24.9197063888889;21;33.062
"1755";6;2019-05-16;25.144;25.3411083333333;21.34;30.522
"1756";6;2019-05-17;27.2195;27.227825;22.867;31.618
"1757";6;2019-05-18;27.1915;27.3260833333333;26.953;28.249
"1758";6;2019-05-19;29.395;30.0482166666667;28.796;34.07
"1759";6;2019-05-20;28.31;28.6285333333333;27.448;32.299
"1760";6;2019-05-21;27.8965;27.8641333333333;25.085;33.213
"1761";6;2019-05-22;26.7465;26.98315;23.25;31.819
"1762";6;2019-05-23;26.565;26.6722333333333;22.343;30.965
"1763";6;2019-05-24;25.368;25.3297583333333;20.226;31.017
"1764";6;2019-05-25;26.4965;26.7111416666667;21.368;33.069
"1765";6;2019-05-29;26.911;27.6291583333333;24.174;33.892
"1766";6;2019-05-30;25.626;26.6684333333333;23.394;33.581
"1767";6;2019-05-31;27.628;27.7458833333333;24.592;32.39
"1768";6;2019-06-01;28.282;28.59405;24.665;32.408
"1769";6;2019-06-02;27.578;27.3893833333333;22.857;32.533
"1770";6;2019-06-03;25;25.1233333333333;21;29.8
"1771";6;2019-06-04;29.4;29.5316666666667;25.8;33.9
"1772";6;2019-06-05;31.15;31;26.9;35.6
"1773";6;2019-06-06;30.75;30.7733333333333;27;34.8
"1774";6;2019-06-07;41.544;39.2164339055794;26.9;44.8632
"1775";6;2019-06-08;41.41455;40.7588533333333;26;50.1317
"1776";6;2019-06-09;41.0861;41.5685555555556;34.0539;51.2318
"1777";6;2019-06-10;41.0701;41.1511447222222;32.3209;49.9661
"1778";6;2019-06-11;42.014;42.32814875;34.15;52.1958
"1779";6;2019-06-12;41.18755;40.4897536206897;28.8255;48.8259
"1780";6;2019-06-13;41.6241;41.2938449888641;33.4504;47.3199
"1781";6;2019-06-14;39.564;39.1322405882353;33.8109;43.5334
"1782";6;2019-06-15;37.6107;37.98321;34.3983;44.0835
"1783";6;2019-06-16;40.21155;40.4716170833333;34.9191;49.0102
"1784";6;2019-06-17;42.0167;41.81984625;36.1768;46.7244
"1785";6;2019-06-18;36.8924;36.5551279166667;31.1913;41.2236
"1786";6;2019-07-06;32.8585;32.84085;32.272;33.248
"1787";6;2019-07-07;31.6665;31.7376333333333;31.396;32.269
"1788";6;2019-07-08;28.05;28.0726;27.259;28.889
"1789";6;2019-07-09;32.048;32.0550333333333;31.811;32.352
"1790";6;2020-03-08;13.035;13.2860666666667;10.98;15.29
"1791";6;2020-03-09;15.34;15.293395625;14.2;16.47
"1792";6;2020-03-10;14.44;14.4095871657754;12.8064;15.94
"1793";6;2020-03-11;10.20955;10.1410533636364;7.24;13.1829
"1794";6;2020-03-12;11.3;10.8912478777778;8.21;14.6756
"1795";6;2020-03-13;13.04205;13.0644823809524;10.2402;15.9734
"1796";6;2020-03-14;16.85;16.7719208333333;14.93;18.657
"1797";6;2020-03-15;20.891;21.5560316666667;19.49;35.93
"1798";6;2020-03-16;16.98275;16.9072338095238;14.8385;18.4914
"1799";6;2020-03-17;20.18;20.2473097435897;19.0522;22.131
"1800";6;2020-03-18;20.7078;20.6997248611111;18.59;22.6945
"1801";6;2020-03-19;22.295;22.2574166666667;19.91;24.58
"1802";6;2020-03-25;14.16;14.224;13.29;15.96
"1803";6;2020-03-26;15.63;15.6613;14.17;18.18
"1804";6;2020-03-27;16.355;16.2008166666667;14.56;18.8
"1805";6;2020-03-28;20.55;20.6941333333333;18.73;23.49
"1806";6;2020-03-29;24.36;24.3746296296296;23.68;25.01
"1807";6;2020-03-30;23.33;23.2968055555556;22.76;24.01
"1808";6;2020-03-31;15.425;15.6997222222222;14.39;19.21
"1809";6;2020-04-01;16.125;16.2525;14.91;18.5
"1810";6;2020-04-02;20.235;20.1751666666667;19.27;21.36
"1811";6;2020-04-03;20.24;20.2896111111111;18.97;21.93
"1812";6;2020-04-04;22.32;22.4951666666667;20.29;25.33
"1813";6;2020-04-05;21.6;21.7321666666667;20.75;23.63
"1814";6;2020-04-06;18.54;18.7878888888889;17.34;21.14
"1815";6;2020-04-07;15.57;15.7756111111111;13.79;19.04
"1816";6;2020-04-08;17.83;17.9162777777778;16.8;19.33
"1817";6;2020-04-09;21.76;21.9501666666667;20.13;24.7
"1818";6;2020-04-10;24.07;24.6423333333333;22.31;28.48
"1819";6;2020-04-11;26.57;26.6470555555556;25.01;28.48
"1820";6;2020-04-12;26.895;26.8818888888889;25.57;28.37
"1821";6;2020-04-13;27.07;27.0691666666667;26.22;27.94
"1822";6;2020-04-14;23.965;23.9688888888889;23.22;24.96
"1823";6;2020-04-15;23.305;23.2578888888889;21.58;25.42
"1824";6;2020-05-01;31.59;31.8695833333333;30.4;35.09
"1825";6;2020-05-02;27.905;28.4570833333333;25.64;33.99
"1826";6;2020-05-03;28.47;28.7155;26.6;31.41
"1827";6;2020-05-04;25.76;26.0156666666667;24.07;28.21
"1828";6;2020-05-05;24.035;24.4945;22.76;27.94
"1829";6;2020-05-06;20.015;21.0056666666667;18.72;26.75
"1830";6;2020-05-07;24.885;25.5048333333333;23.93;30.39
