"rowid";"hr";"date";"median_t";"mean";"min";"max"
"2778";10;2018-07-25;48.3935;48.4573666666667;44.026;54.426
"2779";10;2018-07-26;46.4265;46.6705;43.729;50.596
"2780";10;2019-03-01;24.9602;25.0425072463768;24.051;26.1258
"2781";10;2019-03-02;22.39805;24.4536322727273;19.8586;36.0059
"2782";10;2019-03-03;29.3114;29.556219515885;21.2739;42.1662
"2783";10;2019-03-04;32.22605;31.1732272346369;20.2966;42.271
"2784";10;2019-03-05;30.98975;30.5215440625;19.394;43.438
"2785";10;2019-03-06;31.92415;31.2393505263158;22.6998;39.685
"2786";10;2019-03-07;31.573;31.0422186366933;22.9241;40.164
"2787";10;2019-03-08;30.8049;30.2317218666667;20.0455;45.721
"2788";10;2019-03-09;30.5411;30.1506271794872;20.3126;43.239
"2789";10;2019-03-10;27.45025;28.2521681410256;21.4608;38.818
"2790";10;2019-03-11;30.666;29.9343810526316;20.2405;43.425
"2791";10;2019-03-12;29.6065;28.8999638030888;20.2966;39.244
"2792";10;2019-03-13;31.7214;31.2558543650794;21;45.228
"2793";10;2019-03-14;34.1994;33.1004703174603;20;49.91
"2794";10;2019-03-15;22.696;22.967695952381;21.2899;29.5544
"2795";10;2019-03-16;29.1753;29.6092815154038;23;38.528
"2796";10;2019-03-17;27.7734;27.7993724509804;24.2379;31.5812
"2797";10;2019-03-18;28.16855;28.1831627710843;21.5543;38.2569
"2798";10;2019-03-19;27.67055;27.5437601282051;21.2418;34.7428
"2799";10;2019-03-20;29.65725;29.5160455128205;21.2151;39.9739
"2800";10;2019-03-21;32.02445;31.6155562820513;22.358;44.1636
"2801";10;2019-03-22;33.4864;33.6307237179487;25.8694;42.5801
"2802";10;2019-03-23;29.24205;29.4246144871795;25.8347;37.7362
"2803";10;2019-03-24;34.1834;34.1564448717949;28.5477;40.4145
"2804";10;2019-03-25;31.1726;31.0308297549592;26.1765;35.1941
"2805";10;2019-03-26;34.5052;34.4427955271565;29.4984;39.6989
"2806";10;2019-03-27;26.2566;26.4623719496855;23.5383;30.7854
"2807";10;2019-03-28;21.43275;21.1700741111111;18.4968;23.1671
"2808";10;2019-03-29;33.3195;33.8090874509804;26.0804;46.8953
"2809";10;2019-03-30;31.89765;32.4354403508772;26.4622;47.6884
"2810";10;2019-03-31;39.5293;39.2463411764706;31.4023;50.4014
"2811";10;2019-04-01;41.0554;40.4941992222222;32.4197;49.2398
"2812";10;2019-04-02;36.74015;36.3470485416667;28.0698;45.8298
"2813";10;2019-04-03;32.1019;32.2509044444444;27.776;40.6068
"2814";10;2019-04-04;41.33175;42.1413159722222;33.2288;51.0823
"2815";10;2019-04-05;43.9086;43.7277518055556;31.453;54.4308
"2816";10;2019-04-06;45.4346;45.2298483333333;32.887;56.2707
"2817";10;2019-04-07;45.6002;45.7741205128205;36.5052;55.3654
"2818";10;2019-04-08;27.9069;28.5900734693878;22.0429;47.3626
"2819";10;2019-04-09;19.6303;19.6880333333333;19.4821;20.0509
"2820";10;2019-04-10;17.7037;17.7018433333333;17.661;17.7598
"2821";10;2019-04-11;15.0441;15.53325;13.9279;16.8546
"2822";10;2019-04-12;22.37535;22.3749033333333;22.3553;22.3954
"2823";10;2019-04-13;21.9468;21.94145;21.9041;21.9601
"2824";10;2019-04-14;21.3513;21.3494566666667;21.3219;21.3807
"2825";10;2019-04-15;21.338;21.3392966666667;21.2659;21.4207
"2826";10;2019-04-16;22.1577;22.166725;22.0856;22.2405
"2827";10;2019-04-30;40.68155;40.6925383333333;32.6466;50.4601
"2828";10;2019-05-01;43.0207;41.0750453333333;31.2661;50.4308
"2829";10;2019-05-02;44.2544;42.2166842323651;32.2514;48.9674
"2830";10;2019-05-03;46.02345;42.8762543352601;33;54.7513
"2831";10;2019-05-04;44.6;42.3730933209647;30.3635;51.7739
"2832";10;2019-05-05;48.50405;46.4800092857143;34.2274;56.4763
"2833";10;2019-05-06;44.6;43.3201511752137;34;53.4642
"2834";10;2019-05-07;42.775;41.4289803962461;31.9;51.7846
"2835";10;2019-05-08;45.5;43.6574997432606;32;58.3
"2836";10;2019-05-09;47.7;44.8962284722222;33.5;55.6
"2837";10;2019-05-10;49.3153;46.7723248611111;34.2141;56.8
"2838";10;2019-05-11;47.42805;44.8933163888889;33.8296;55.6
"2839";10;2019-05-12;47;44.8560194357367;34.5666;55
"2840";10;2019-05-13;43.9;42.6643126923077;33.5919;55.4028
"2841";10;2019-05-14;42.6;41.851522439759;34;50.843
"2842";10;2019-05-15;44.8872;45.385962541806;35.0526;57.913
"2843";10;2019-05-16;55.6215;55.6892083333333;51.803;58.877
"2844";10;2019-05-17;52.2975;52.5109333333333;47.581;57.505
"2845";10;2019-05-18;53.876;53.3829333333333;46.223;58.356
"2846";10;2019-05-19;50.451;49.8492916666667;43.398;57.206
"2847";10;2019-05-20;46.7325;47.0437166666667;42.079;52.483
"2848";10;2019-05-21;48.0575;48.1078916666667;41.956;54.797
"2849";10;2019-05-22;52.6875;52.8026166666667;46.966;56.563
"2850";10;2019-05-23;50.543;50.8175916666667;48.355;54.088
"2851";10;2019-05-24;55.959;55.7030416666667;52.57;58.063
"2852";10;2019-05-25;55.0695;55.0525916666667;49.111;61.361
"2853";10;2019-05-29;50.5525;48.513125;39.956;55.588
"2854";10;2019-05-30;50.9525;48.694525;39.37;56.572
"2855";10;2019-05-31;49.913;49.9941666666667;46.916;52.776
"2856";10;2019-06-01;48.9985;48.9660666666667;47.422;50.532
"2857";10;2019-06-02;52.808;52.72765;50.594;55.301
"2858";10;2019-06-03;53.3;53.106779661017;46;60.5
"2859";10;2019-06-04;50;50.0283333333333;48.1;51.7
"2860";10;2019-06-05;54;54.185;51;57
"2861";10;2019-06-06;51.4;51.3283333333333;49;53.7
"2862";10;2019-06-07;58.53775;59.1464223809524;50.7;67.0586
"2863";10;2019-06-08;56.4683;55.7947162820513;43.0367;69.0213
"2864";10;2019-06-09;55.68455;54.7503151388889;42.5427;68.1294
"2865";10;2019-06-10;54.9569;54.0017941666667;44.0247;63.9504
"2866";10;2019-06-11;51.3894;51.0523805555556;43.4186;57.4189
"2867";10;2019-06-12;55.523;54.837985;34.4464;70.1722
"2868";10;2019-06-13;55.2199;56.1578533333333;44.6069;72.5407
"2869";10;2019-06-14;53.8594;55.3740400809717;45.7604;65.7182
"2870";10;2019-06-15;56.86745;58.2091820833333;47.7605;69.6889
"2871";10;2019-06-16;58.66995;58.36804125;49.8139;70.0734
"2872";10;2019-06-17;57.3361;57.11504625;48.5829;70.2416
"2873";10;2019-06-18;50.44675;53.29689;48.4414;61.7982
"2874";10;2019-07-06;42.6805;42.6407;39.507;46.034
"2875";10;2019-07-07;45.7435;45.5727333333333;41.488;49.108
"2876";10;2019-07-08;47.8925;47.5937;43.436;51.271
"2877";10;2019-07-09;46.1155;46.2053333333333;42.189;50.405
"2878";10;2020-03-07;24.98;26.777874015748;21.48;38.69
"2879";10;2020-03-08;29.81;30.6449333333333;23.58;39.18
"2880";10;2020-03-09;29.655;29.5335254166667;23.03;36.81
"2881";10;2020-03-10;30.79;30.5996155555556;23.42;41.1996
"2882";10;2020-03-11;30.955;30.6434321212121;19.58;43.5281
"2883";10;2020-03-12;33.465;33.418453;21.8453;47.6003
"2884";10;2020-03-13;33.80145;34.0999770238095;26.78;44.7591
"2885";10;2020-03-14;29.525;29.4437638095238;26.0377;34.1767
"2886";10;2020-03-15;34.3156;34.8104534957627;26.6171;48.34
"2887";10;2020-03-16;27.83;28.2687967857143;24.788;38.13
"2888";10;2020-03-17;33.3649;33.6692041666667;27.4476;45.659
"2889";10;2020-03-18;34.09;34.4247411497731;27.4796;44.7804
"2890";10;2020-03-24;29.17;29.1161538461538;25.36;32.09
"2891";10;2020-03-25;34.27;33.3055048076923;22.11;43.89
"2892";10;2020-03-26;32.73;32.66705;23.77;42.42
"2893";10;2020-03-27;35.965;35.6502166666667;26.65;43.28
"2894";10;2020-03-28;36.545;36.3353666666667;29.25;42.2
"2895";10;2020-03-29;30.245;30.949;26.86;41.72
"2896";10;2020-03-30;31.615;31.8125555555556;28.39;36.9
"2897";10;2020-03-31;33.77;32.4909722222222;23.82;38.07
"2898";10;2020-04-01;36.725;35.5267333333333;25.26;43.63
"2899";10;2020-04-02;41.06;39.2524666666667;27.62;47.38
"2900";10;2020-04-03;44.165;44.1083888888889;40.91;48.74
"2901";10;2020-04-04;41.38;41.3816111111111;39.06;44.43
"2902";10;2020-04-05;44.09;44.2055555555556;39.79;50.56
"2903";10;2020-04-06;39.63;39.4136666666667;33.6;42.33
"2904";10;2020-04-07;40.93;41.2047777777778;35.53;46.09
"2905";10;2020-04-08;45.235;45.2031666666667;40.23;51.16
"2906";10;2020-04-09;48.095;48.2916111111111;44.24;54.06
"2907";10;2020-04-10;44.38;44.6013888888889;41.4;49.09
"2908";10;2020-04-11;43.275;43.7552222222222;40.53;48.53
"2909";10;2020-04-12;41.005;40.987;37.6;45.32
"2910";10;2020-04-13;32.975;33.1914444444444;32.16;35.76
"2911";10;2020-04-14;43.715;44.2030555555556;38.44;50.44
"2912";10;2020-04-15;31.89;31.8721666666667;30.43;32.95
"2913";10;2020-05-01;40.225;40.662;37.15;48.61
"2914";10;2020-05-02;37.56;37.8391666666667;35.63;40.65
"2915";10;2020-05-03;38.92;38.9455;37.78;40.59
"2916";10;2020-05-04;36.98;37.1123333333333;35.59;39.03
"2917";10;2020-05-05;34.83;34.9445;33.46;36.65
"2918";10;2020-05-06;36.15;36.304;34.5;38.59
"2919";10;2020-05-07;39.72;39.4525;36.62;40.89
"2920";10;2020-05-08;37.99;37.5048333333333;35.32;38.99
"2921";10;2020-05-09;36.325;36.2961666666667;33.8;38.1
"2922";10;2020-05-10;39.17;38.9468333333333;36.14;40.5
"2923";10;2020-05-11;40.56;40.2648333333333;38.54;41.41
"2924";10;2020-05-12;36.98;38.3060810810811;35.67;45.64
"2925";10;2020-05-13;36.065;37.9868888888889;31.78;46.16
"2926";10;2020-05-14;37.8;38.3976944444444;29.53;50.42
"2927";10;2020-05-15;41.005;41.2179166666667;33.63;53.04
"2928";10;2020-05-16;42.04;42.4433055555556;35.63;53.12
"2929";10;2020-05-17;42.43;42.6891111111111;35.97;52.52
"2930";10;2020-05-18;46.585;46.1033888888889;35.89;58.51
"2931";10;2020-05-19;45.61;45.3679444444444;38.22;54.9
"2932";10;2020-05-20;43.365;44.3164666666667;36.41;57.86
"2933";10;2020-05-21;44.525;44.6579666666667;36.04;56
"2934";10;2020-05-22;45.305;45.689625;37.65;56.12
"2935";10;2020-05-23;46.105;46.6152916666667;34.9;57.64
"2936";10;2020-05-24;42.865;42.8671666666667;35.05;52.87
"2937";10;2020-05-25;42.935;43.0653333333333;36.11;51.07
"2938";10;2020-05-26;37.33;37.3895238095238;36.12;38.99
"2939";10;2020-05-27;44.165;43.9793333333333;41.82;45.7
"2940";10;2020-05-28;49.15;48.8746666666667;45.23;52.33
"2941";10;2020-05-29;47.29;47.301;45.4;48.69
"2942";10;2020-05-30;45.915;45.8641666666667;43.5;47.99
"2943";10;2020-05-31;45.67;45.5781666666667;42.04;48.69
"2944";10;2020-06-01;44.585;44.9305;42.06;48.74
"2945";10;2020-06-02;47.015;46.7519166666667;42.77;49.64
"2946";10;2020-06-03;46.005;45.574;42.65;47.57
"2947";10;2020-06-04;45.79;44.6215833333333;38.27;50.09
"2948";10;2020-06-05;40.44;42.1853333333333;36.89;49.94
"2949";10;2020-06-10;40.485;40.4681666666667;39.19;41.71
"2950";10;2020-06-11;43.045;44.8614545454545;40.12;53.52
"2951";10;2020-06-12;45.41;47.0025;39.07;58.75
"2952";10;2020-06-13;43.34;44.9813333333333;38.22;55.82
"2953";10;2020-06-14;43.43;44.624496124031;40.37;52.15
"2954";10;2020-06-15;40.38;41.8749166666667;37.47;51.71
"2955";10;2020-06-16;41.04;42.956375;38.15;52.56
"2956";10;2020-06-17;40.765;42.7630833333333;36.48;52.58
"2957";10;2020-06-18;38.845;42.1565;36.77;59.77
"2958";10;2020-06-19;40.185;42.614125;34.34;59.43
"2959";10;2020-06-20;41.395;42.9394583333333;35.42;57.82
"2960";10;2020-06-21;37.04;38.6272307692308;32.66;53.77
"2961";10;2020-06-22;53.69;47.7249775784753;30.97;59.74
"2962";10;2020-06-23;50.61;47.4412222222222;36.11;60.95
"2963";10;2020-06-24;54.245;49.9017222222222;35.94;63.9
"2964";10;2020-06-25;51.8;48.8609166666667;33.51;60.15
"2965";10;2020-06-26;52.04;49.01075;32.91;58.97
"2966";10;2020-06-27;50.955;51.1542083333333;41.47;55.87
"2967";10;2020-06-28;52.175;51.75825;46.54;54.85
"2968";10;2020-06-29;49.86;48.0301388888889;29.51;54.82
"2969";10;2020-06-30;52.425;48.7245;37.71;58.3
"2970";10;2020-07-01;53.14;49.8328;37.9;62.8
"2971";10;2020-07-02;53.525;49.9048;36.95;63.22
"2972";10;2020-07-03;40.605;42.7160333333333;26.7;63.74
"2973";10;2020-07-04;42.17;40.1145666666667;26.34;57.86
"2974";10;2020-07-05;52.03;44.2901666666667;26.46;56.77
"2975";10;2020-07-06;55.945;56.1736666666667;50.85;63.48
"2976";10;2020-07-07;51.38;51.2787777777778;44.31;61.39
"2977";10;2020-07-08;54.92;55.3304444444444;50.28;62.8
"2978";10;2020-07-09;51.53;47.1005555555556;32.03;59.12
"2979";10;2020-07-10;54.245;46.7888888888889;27.98;64.62
"2980";10;2020-07-11;54.87;48.3837222222222;28.1;65.14
"2981";10;2020-07-12;50.255;50.4531666666667;46.44;55.63
"2982";10;2020-07-13;51.045;51.18675;47.45;55.62
"2983";10;2020-07-14;53.175;53.49175;48.13;60.93
"2984";10;2020-07-15;53.995;54.2851666666667;50.77;59
"2985";10;2020-07-16;64.23;63.9536666666667;60.46;66.56
"2986";10;2020-07-17;60.27;60.6735;55.87;67.04
"2987";10;2020-07-18;60.095;60.3941666666667;55.51;66.14
"2988";10;2020-07-19;55.315;55.145;52.77;57.72
"2989";11;2017-06-07;17.601;17.5906333333333;16.917;18.41
"2990";11;2017-06-08;20.757;21.0810333333333;20.504;22.383
"2991";11;2017-06-09;29.4815;29.3821833333333;28.173;30.378
"2992";11;2017-06-10;22.838;22.9089;22.327;23.914
"2993";11;2018-03-15;40.2595;41.56445;35.804;47.085
"2994";11;2018-03-16;48.8665;48.9535472222222;39.829;57.194
"2995";11;2018-03-17;44.654;44.0604515151515;34.256;55.003
"2996";11;2018-03-18;39.914;39.1502064814815;30.9;48.798
"2997";11;2018-03-19;38.145;38.5498122232064;28.622;48.19
"2998";11;2018-03-20;40.665;40.1887622807018;26.886;50.385
"2999";11;2018-03-21;40.954;41.0883391666667;27.238;52.485
"3000";11;2018-03-22;43.9345;43.2959725;28.217;53.923
"3001";11;2018-03-23;44.205;43.339948245614;27.815;54.828
"3002";11;2018-03-24;47.069;46.3995631578947;30.693;58.526
"3003";11;2018-03-25;48.31;47.4765039647577;31.408;57.575
"3004";11;2018-03-26;46.92;46.1283986856517;30.899;60.81
"3005";11;2018-03-27;41.1615;41.49173125;29.992;52.694
"3006";11;2018-03-28;44.989;44.7700211111111;31.361;57.575
"3007";11;2018-03-29;48.06;47.0808416666667;40.951;52.344
"3008";11;2018-06-07;61.0745;61.3528916666667;56.09;66.228
"3009";11;2018-06-08;61.5635;62.3526333333333;55.526;68.391
"3010";11;2018-06-09;57.944;59.0946277777778;55.301;64.115
"3011";11;2018-06-10;59.4495;59.3067722222222;50.913;66.316
"3012";11;2018-06-11;54.955;54.3274388888889;49.877;58.452
"3013";11;2018-06-12;51.0695;50.2338833333333;39.051;59.997
"3014";11;2018-06-13;52.3135;51.3493023809524;40.679;60.901
"3015";11;2018-06-14;52.9615;52.5935880952381;41.362;62.45
"3016";11;2018-06-15;52.1015;51.5153619047619;41.427;57.981
"3017";11;2018-06-16;49.32;48.4094944444444;40.447;53.183
"3018";11;2018-06-17;49.8785;48.80278;39.376;54.37
"3019";11;2018-06-18;52.763;50.2083533333333;34.35;61.442
"3020";11;2018-06-19;56.521;53.1354333333333;31.743;63.798
"3021";11;2018-06-20;54.4645;52.9325631578947;40.855;60.361
"3022";11;2018-06-21;52.956;52.0179235294118;42.712;58.404
"3023";11;2018-06-22;49.11;48.4963736842105;39.545;55.803
"3024";11;2018-06-23;51.488;49.8347373188406;41.168;56.864
"3025";11;2018-06-24;52.013;49.8386156862745;38.703;57.939
"3026";11;2018-06-25;49.7745;48.09501875;38.186;56.451
"3027";11;2018-06-26;51.042;48.3922770833333;31.723;57.304
"3028";11;2018-06-27;53.8225;50.5415357142857;31.738;61.319
"3029";11;2018-06-28;55.6715;52.3884222222222;34.175;64.585
"3030";11;2018-06-29;54.0655;51.6311277777778;33.114;62.357
"3031";11;2018-06-30;59.524;56.9920403587444;44.58;64.692
"3032";11;2018-07-01;49.318;50.0441833333333;47.846;60.204
"3033";11;2018-07-02;51.092;51.1189833333333;47.196;58.114
"3034";11;2018-07-05;57.915;57.709737704918;50.235;63.804
"3035";11;2018-07-06;50.473;51.0858333333333;47.985;58.08
"3036";11;2018-07-07;51.4685;52.3843733333333;47.972;61.884
"3037";11;2018-07-08;50.7545;50.72762;46.889;57.916
"3038";11;2018-07-09;50.967;50.7093533333333;46.855;57.217
"3039";11;2018-07-10;56.1605;56.7972194244604;42.272;67.361
"3040";11;2018-07-11;57.477;58.2461037037037;46.367;69.322
"3041";11;2018-07-12;54.1325;54.8522393939394;44.933;67.005
"3042";11;2018-07-13;53.544;53.6291121212121;40.984;63.481
"3043";11;2018-07-14;56.0715;56.2127545454545;46.567;65.764
"3044";11;2018-07-15;52.1985;52.0767095238095;41.789;59.606
"3045";11;2018-07-16;53.957;54.0274523809524;49.493;60.308
"3046";11;2018-07-17;52.524;53.4413133333333;49.562;59.845
"3047";11;2018-07-18;51.8365;51.7802523809524;46.15;58.659
"3048";11;2018-07-19;51.0645;49.7503533333333;44.386;54.93
"3049";11;2018-07-20;52.762;51.5545666666667;46.697;57.01
"3050";11;2018-07-21;55.987;54.88884;48.044;62.679
"3051";11;2018-07-22;52.2955;51.9954666666667;47.634;57.381
"3052";11;2018-07-23;53.1425;52.9636166666667;46.571;60.609
"3053";11;2018-07-24;49.3875;49.771325;45.152;55.156
"3054";11;2018-07-25;51.107;50.7689;46.129;55.892
"3055";11;2018-07-26;48.655;48.915775;44.494;53.798
"3056";11;2019-03-01;27.7093;27.6634959537572;25.6398;29.7627
"3057";11;2019-03-02;25.46625;27.1535014285714;21.4368;40.8845
"3058";11;2019-03-03;32.7267;32.3923800302572;21.8667;50.0943
"3059";11;2019-03-04;32.7134;33.211730407911;22.2325;48.765
"3060";11;2019-03-05;34.855;34.5052109375;20.4488;47.528
"3061";11;2019-03-06;36.218;35.4736481171548;25.1004;47.078
"3062";11;2019-03-07;34.38315;34.213174813154;24.5;46.957
"3063";11;2019-03-08;34.08795;33.7993942782835;20.5502;48.148
"3064";11;2019-03-09;33.152;33.2043497435897;21.4021;45.895
"3065";11;2019-03-10;30.47705;30.7617378205128;21.3193;44.512
"3066";11;2019-03-11;35.38535;34.5299625;20.9241;47.521
"3067";11;2019-03-12;32.2221;31.9341578851413;21.3059;43.3732
"3068";11;2019-03-13;37.1421;35.7617790476191;22.067;51.465
"3069";11;2019-03-14;39.13145;36.7484534126984;22.2;52.6391
"3070";11;2019-03-15;24;24.1255663492063;21.0629;29.7787
"3071";11;2019-03-16;33.5091;32.6682510620221;25;43.3625
"3072";11;2019-03-17;28.1686;28.1794697420635;22.9588;33.7495
"3073";11;2019-03-18;31.1112;30.2307589830508;22.7425;40.3931
"3074";11;2019-03-19;30.2647;29.2172933333333;23.2312;35.6454
"3075";11;2019-03-20;32.3689;31.5362855128205;22.3847;42.5935
"3076";11;2019-03-21;36.2729;35.5575692307692;24.2032;44.6709
"3077";11;2019-03-22;35.3183;35.3469044871795;27.7707;44.8392
"3078";11;2019-03-23;31.0311;31.1789664102564;26.1311;40.3985
"3079";11;2019-03-24;36.60535;36.4689397435897;30.7214;42.1635
"3080";11;2019-03-25;33.1006;33.0073799345693;27.5304;36.9298
"3081";11;2019-03-26;37.61605;37.8816189583333;32.2087;44.3105
"3082";11;2019-03-27;26.6198;26.9324902132999;23.7412;35.154
"3083";11;2019-03-28;23.75725;24.1017687777778;21.1724;29.7093
"3084";11;2019-03-29;36.56925;36.5746526470588;27.8241;48.8553
"3085";11;2019-03-30;33.9764;34.2098125438596;27.8882;45.6055
"3086";11;2019-03-31;42.50135;42.4443343137255;34.9271;50.7779
"3087";11;2019-04-01;44.33585;42.8229873333333;33.2768;50.4681
"3088";11;2019-04-02;39.9285;39.7355226957384;31.9737;50.7405
"3089";11;2019-04-03;31.6586;31.5448214893617;27.5811;37.4825
"3090";11;2019-04-04;47.49745;46.8838841666667;35.3864;55.1598
"3091";11;2019-04-05;47.03815;46.8117177777778;36.4278;54.2065
"3092";11;2019-04-06;48.9741;48.9001133333333;36.2889;57.5898
"3093";11;2019-04-07;48.6537;48.845385;40.783;56.4229
"3094";11;2019-04-08;34.1794;34.081542510699;22.2485;40.5213
"3095";11;2019-04-09;19.406;19.4005766666667;19.2872;19.4981
"3096";11;2019-04-10;17.7171;17.71102;17.6743;17.7598
"3097";11;2019-04-11;15.72905;16.4052266666667;13.474;19.8079
"3098";11;2019-04-12;22.4114;22.4220483333333;22.3553;22.4969
"3099";11;2019-04-13;21.9174;21.91248;21.888;21.9468
"3100";11;2019-04-14;21.3513;21.3431733333333;21.3086;21.3647
"3101";11;2019-04-15;21.4928;21.5012533333333;21.4074;21.5756
"3102";11;2019-04-16;22.2966;22.297165;22.2272;22.4675
"3103";11;2019-04-30;42.47865;43.0959754166667;35.5038;52.1531
"3104";11;2019-05-01;43.8138;43.569965;33.5465;52.5616
"3105";11;2019-05-02;48.72845;46.3936623333333;34.871;54.1718
"3106";11;2019-05-03;49.6163;46.4394275862069;34;58.6926
"3107";11;2019-05-04;47.8;45.2980390158172;32.8976;55.6538
"3108";11;2019-05-05;51.4;49.2338155952381;34.9351;60.5859
"3109";11;2019-05-06;47;45.8809595411887;34.4117;56.3748
"3110";11;2019-05-07;47.3172;44.7421908237748;34.2141;55.2319
"3111";11;2019-05-08;51.4;47.5233464102564;33.2101;60.7
"3112";11;2019-05-09;49.33665;46.7263306944444;34.6227;57
"3113";11;2019-05-10;53.4;50.0297248611111;32.2461;60
"3114";11;2019-05-11;48.903;46.7129936111111;34.7668;56.4
"3115";11;2019-05-12;48.7538;46.3314884561891;34.0165;57.1679
"3116";11;2019-05-13;45.1;43.5691664102564;34;55.798
"3117";11;2019-05-14;44.8;43.271742883549;32;52.52
"3118";11;2019-05-15;45.81785;46.903601;36.7162;58.263
"3119";11;2019-05-16;58.05;57.36575;51.665;61.738
"3120";11;2019-05-17;58.3075;57.892825;50.547;62.405
"3121";11;2019-05-18;56.518;56.9892666666667;52.155;63.555
"3122";11;2019-05-19;52.5705;52.1579333333333;47.558;57.027
"3123";11;2019-05-20;49.3635;51.3746166666667;46.28;57.336
"3124";11;2019-05-21;52.5265;52.6139083333333;47.09;58.314
"3125";11;2019-05-22;52.3935;52.2603833333333;47.827;55.801
"3126";11;2019-05-23;50.6475;50.5118083333333;46.869;53.469
"3127";11;2019-05-24;57.348;57.3468833333333;54.872;59.917
"3128";11;2019-05-25;59.6085;59.3265666666667;54.064;63.456
"3129";11;2019-05-29;56.342;56.5631583333333;51.94;61.544
"3130";11;2019-05-30;55.2455;55.5272083333333;51.051;59.983
"3131";11;2019-05-31;52.811;52.7444333333333;50.659;54.164
"3132";11;2019-06-01;50.175;50.0811;48.9;51.463
"3133";11;2019-06-02;52.774;52.2229833333333;47.375;55.297
"3134";11;2019-06-03;57.3;57.355;55;60.9
"3135";11;2019-06-04;52.3;52.2616666666667;50.5;54.8
"3136";11;2019-06-05;57.75;57.9283333333333;55.5;62
"3137";11;2019-06-06;56.35;56.605;52.9;63.4
"3138";11;2019-06-07;57;57.0853622641509;41.5547;66.0039
"3139";11;2019-06-08;55.73525;54.5933546153846;43.0367;65.5499
"3140";11;2019-06-09;55.87015;54.9080048611111;43.3198;69.6889
"3141";11;2019-06-10;53.27065;53.0748147222222;43.2744;61.4163
"3142";11;2019-06-11;52.3587;51.9887891666667;43.3759;59.0104
"3143";11;2019-06-12;54.766;54.2983131481481;30.6413;71.0801
"3144";11;2019-06-13;56.3735;56.6900061111111;45.731;70.5247
"3145";11;2019-06-14;55.8608;57.094105;47.8593;67.0239
"3146";11;2019-06-15;60.2935;59.71737125;48.6684;70.3698
"3147";11;2019-06-16;60.1212;59.3106191666667;49.6884;71.1922
"3148";11;2019-06-17;55.9903;55.9625154166667;48.4708;63.8223
"3149";11;2019-06-18;50.07695;50.11549375;48.866;51.1597
"3150";11;2019-07-06;48.0995;48.02945;46.175;49.921
"3151";11;2019-07-07;52.0425;51.9879333333333;49.12;54.426
"3152";11;2019-07-08;54.385;54.2910833333333;51.395;56.913
"3153";11;2019-07-09;53.6035;53.4870166666667;50.545;55.979
"3154";11;2020-03-07;27.45;29.7638888888889;22.69;41.9
"3155";11;2020-03-08;36.025;34.3093666666667;25.64;42.13
"3156";11;2020-03-09;30.745;30.6384530864198;24.03;37.29
"3157";11;2020-03-10;33.065;32.5451003401361;24.62;43.1889
"3158";11;2020-03-11;35.7;33.8706654545455;19.96;48.3933
"3159";11;2020-03-12;34.955;34.6778415555556;23.03;51.6778
"3160";11;2020-03-13;36.895;36.6406052380952;27.33;49.838
"3161";11;2020-03-14;31.27205;31.1673808333333;27.6131;35.7388
"3162";11;2020-03-15;34.535;34.7913308888889;25.41;47.91
"3163";11;2020-03-16;33.134;34.1896198809524;27.1031;46.35
"3164";11;2020-03-17;35.74;36.1872719943423;28.2246;48.8686
"3165";11;2020-03-18;35.595;36.847423030303;29.7494;47.7471
"3166";11;2020-03-24;32.54;32.0593805309734;25.99;35.77
"3167";11;2020-03-25;33.31;33.3427559055118;22.45;45.18
"3168";11;2020-03-26;35.885;36.1748;24.79;46.86
"3169";11;2020-03-27;39.91;39.44545;28.54;49.18
"3170";11;2020-03-28;38.005;38.0420333333333;30.8;45.45
"3171";11;2020-03-29;32.48;33.0855740740741;28.85;43.45
"3172";11;2020-03-30;33.48;33.31075;28.12;38.31
"3173";11;2020-03-31;37.12;35.6831388888889;25.15;42.38
"3174";11;2020-04-01;41.885;39.7709666666667;26.79;47.36
"3175";11;2020-04-02;45.2;42.8802333333333;29.62;50.45
"3176";11;2020-04-03;46.75;47.2625;44.07;51.88
"3177";11;2020-04-04;44.155;44.2178888888889;40.47;47.9
"3178";11;2020-04-05;43.64;43.5508333333333;39.25;46.66
"3179";11;2020-04-06;40.745;40.7631666666667;38.31;42.63
"3180";11;2020-04-07;43.305;43.7002222222222;38.59;49.04
"3181";11;2020-04-08;49.785;49.711;44.97;54.89
"3182";11;2020-04-09;52.015;52.0265555555556;47.45;58.41
"3183";11;2020-04-10;46.935;46.6803888888889;42.98;51.97
"3184";11;2020-04-11;44.84;45.4014444444444;41.95;51.91
"3185";11;2020-04-12;44.78;44.9541111111111;40.79;51.45
"3186";11;2020-04-13;33.46;33.7937777777778;31.66;38.9
"3187";11;2020-04-14;48.305;47.7347222222222;42.13;54.29
"3188";11;2020-04-15;25.49;26.4168888888889;21.11;31.62
"3189";11;2020-05-01;41.13;41.7406666666667;38.7;47.02
"3190";11;2020-05-02;41.5;41.285;39.33;43.67
"3191";11;2020-05-03;41.28;41.206;38.92;44.03
"3192";11;2020-05-04;39.43;39.3048333333333;36.74;42.58
"3193";11;2020-05-05;37.93;38.1385;34.88;41.27
"3194";11;2020-05-06;39.56;39.5656666666667;35.61;43.71
"3195";11;2020-05-07;41.31;41.678;39.26;44.24
"3196";11;2020-05-08;39.895;40.1201666666667;38.39;42.2
