"COMMON.NAME" "SCIENTIFIC.NAME" "OBSERVATION.COUNT" "LATITUDE" "LONGITUDE" "DATE" "MONTH" "DAY" "MIGRANT"
"Great Egret" "Ardea alba" "1" 25.205159 55.29646 "1996-01-05" "01" 5 "no"
"Bonelli's Eagle" "Aquila fasciata" "1" 25.205159 55.29646 "1999-11-26" "11" 330 "yes"
"Little Egret" "Egretta garzetta" "1" 25.205159 55.29646 "1999-06-16" "06" 167 "no"
"Purple Heron" "Ardea purpurea" "2" 25.086263 55.163731 "1998-10-06" "10" 279 "no"
"European Roller" "Coracias garrulus" "1" 25.086263 55.163731 "1999-10-19" "10" 292 "no"
"Squacco Heron" "Ardeola ralloides" "1" 25.086263 55.163731 "1999-09-06" "09" 249 "no"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "3" 25.086263 55.163731 "1999-03-12" "03" 71 "yes"
"European Roller" "Coracias garrulus" "1" 25.185622 55.2467036 "1990-03-23" "03" 82 "no"
"Little Egret" "Egretta garzetta" "10" 25.1921346 55.3193807 "1999-02-20" "02" 51 "no"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "3" 25.1921346 55.3193807 "1999-11-12" "11" 316 "yes"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "8" 25.1921346 55.3193807 "1995-12-08" "12" 342 "yes"
"Great Egret" "Ardea alba" "3" 25.2052 55.2965 "1990-09-13" "09" 256 "no"
"Long-legged Buzzard" "Buteo rufinus" "1" 25.205159 55.29646 "1989-10-13" "10" 286 "yes"
"Great Gray Shrike" "Lanius excubitor" "2" 25.086263 55.163731 "1994-12-09" "12" 343 "no"
"Indian Roller" "Coracias benghalensis" "10" 25.086263 55.163731 "1999-10-23" "10" 296 "no"
"Eurasian Kestrel" "Falco tinnunculus" "1" 25.086263 55.163731 "1993-12-03" "12" 337 "yes"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "12" 25.1921346 55.3193807 "1997-10-13" "10" 286 "yes"
"Greater Spotted Eagle" "Clanga clanga" "1" 25.1921346 55.3193807 "1999-03-12" "03" 71 "yes"
"Great Egret" "Ardea alba" "17" 25.1921346 55.3193807 "1996-01-18" "01" 18 "no"
"Great Gray Shrike" "Lanius excubitor" "4" 25.218198 55.44909 "1994-01-24" "01" 24 "no"
"Greater Spotted Eagle" "Clanga clanga" "1" 25.205159 55.29646 "1996-01-03" "01" 3 "yes"
"Great Egret" "Ardea alba" "20" 25.205159 55.29646 "1993-03-13" "03" 72 "no"
"Steppe Eagle" "Aquila nipalensis" "1" 25.205159 55.29646 "1988-12-05" "12" 340 "yes"
"Common Myna" "Acridotheres tristis" "4" 25.169707 55.432797 "1999-03-01" "03" 60 "no"
"White-eyed Buzzard" "Butastur teesa" "1" 25.086263 55.163731 "1999-03-22" "03" 81 "no"
"Great Gray Shrike" "Lanius excubitor" "1" 25.086263 55.163731 "1999-01-28" "01" 28 "no"
"Striated Heron" "Butorides striata" "1" 25.086263 55.163731 "1999-09-09" "09" 252 "no"
"Indian Roller" "Coracias benghalensis" "1" 25.185622 55.2467036 "1990-03-17" "03" 76 "no"
"Common Myna" "Acridotheres tristis" "X" 25.185622 55.2467036 "1990-03-22" "03" 81 "no"
"Common Myna" "Acridotheres tristis" "X" 25.185622 55.2467036 "1991-03-08" "03" 67 "no"
"Great Egret" "Ardea alba" "17" 25.1921346 55.3193807 "1999-11-29" "11" 333 "no"
"Greater Spotted Eagle" "Clanga clanga" "1" 25.1921346 55.3193807 "1998-10-31" "10" 304 "yes"
"Gray Heron" "Ardea cinerea" "30" 25.1921346 55.3193807 "1990-03-15" "03" 74 "no"
"Indian Roller" "Coracias benghalensis" "1" 25.06287 55.583679 "1999-03-20" "03" 79 "no"
"Little Egret" "Egretta garzetta" "X" 24.804653 56.1241427 "1991-01-01" "01" 1 "no"
"Common Myna" "Acridotheres tristis" "4" 25.250831 55.371639 "1997-02-01" "02" 32 "no"
"Great Egret" "Ardea alba" "2" 25.205159 55.29646 "1994-01-23" "01" 23 "no"
"Indian Roller" "Coracias benghalensis" "5" 25.086263 55.163731 "1998-09-13" "09" 256 "no"
"Gray Heron" "Ardea cinerea" "5" 25.086263 55.163731 "1999-09-12" "09" 255 "no"
"Western Reef-Heron" "Egretta gularis" "4" 25.086263 55.163731 "1998-09-17" "09" 260 "no"
"House Crow" "Corvus splendens" "90" 25.086263 55.163731 "1998-11-11" "11" 315 "no"
"Cattle Egret" "Bubulcus ibis" "X" 25.2052 55.2965 "1990-03-02" "03" 61 "no"
"Eurasian Kestrel" "Falco tinnunculus" "X" 25.2052 55.2965 "1992-02-10" "02" 41 "yes"
"Great Egret" "Ardea alba" "2" 25.205159 55.29646 "1999-09-01" "09" 244 "no"
"Booted Eagle" "Hieraaetus pennatus" "1" 25.205159 55.29646 "1999-12-30" "12" 364 "yes"
"Gray Heron" "Ardea cinerea" "X" 25.205159 55.29646 "1995-12-26" "12" 360 "no"
"Great Gray Shrike" "Lanius excubitor" "1" 25.169707 55.432797 "1999-12-12" "12" 346 "no"
"Common Myna" "Acridotheres tristis" "X" 25.169707 55.432797 "1999-04-10" "04" 100 "no"
"Great Gray Shrike" "Lanius excubitor" "2" 25.086263 55.163731 "1998-11-18" "11" 322 "no"
"Eurasian Kestrel" "Falco tinnunculus" "1" 25.086263 55.163731 "1999-07-15" "07" 196 "yes"
"Great Gray Shrike" "Lanius excubitor" "2" 25.086263 55.163731 "1999-09-28" "09" 271 "no"
"Great Gray Shrike" "Lanius excubitor" "2" 25.086263 55.163731 "1999-09-05" "09" 248 "no"
"Western Reef-Heron" "Egretta gularis" "1" 25.086263 55.163731 "1999-01-23" "01" 23 "no"
"Gray Heron" "Ardea cinerea" "3" 25.086263 55.163731 "1998-09-09" "09" 252 "no"
"Cattle Egret" "Bubulcus ibis" "1" 25.185622 55.2467036 "1990-03-23" "03" 82 "no"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "X" 25.1921346 55.3193807 "1998-11-29" "11" 333 "yes"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "3" 25.1921346 55.3193807 "1999-01-09" "01" 9 "yes"
"Gray Heron" "Ardea cinerea" "116" 25.1921346 55.3193807 "1989-12-28" "12" 362 "no"
"Booted Eagle" "Hieraaetus pennatus" "1" 25.18465 55.24805 "1993-01-07" "01" 7 "yes"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "2" 25.159611 55.41546 "1999-12-12" "12" 346 "yes"
"Great Egret" "Ardea alba" "5" 25.2052 55.2965 "1990-09-07" "09" 250 "no"
"Purple Heron" "Ardea purpurea" "2" 25.2052 55.2965 "1990-09-20" "09" 263 "no"
"Little Egret" "Egretta garzetta" "1" 25.205159 55.29646 "1990-09-20" "09" 263 "no"
"Indian Roller" "Coracias benghalensis" "1" 25.23824 55.326775 "1977-05-03" "05" 123 "no"
"Great Egret" "Ardea alba" "2" 25.23824 55.326775 "1977-05-03" "05" 123 "no"
"Gray Heron" "Ardea cinerea" "4" 25.086263 55.163731 "1999-12-26" "12" 360 "no"
"Little Egret" "Egretta garzetta" "6" 25.086263 55.163731 "1998-09-02" "09" 245 "no"
"Western Reef-Heron" "Egretta gularis" "1" 25.086263 55.163731 "1999-09-12" "09" 255 "no"
"Great Gray Shrike" "Lanius excubitor" "1" 25.086263 55.163731 "1998-12-02" "12" 336 "no"
"Indian Roller" "Coracias benghalensis" "4" 25.086263 55.163731 "1998-12-02" "12" 336 "no"
"European Roller" "Coracias garrulus" "1" 25.086263 55.163731 "1999-08-30" "08" 242 "no"
"Common Myna" "Acridotheres tristis" "28" 25.086263 55.163731 "1999-06-26" "06" 177 "no"
"Western Reef-Heron" "Egretta gularis" "2" 25.086263 55.163731 "1999-03-12" "03" 71 "no"
"House Crow" "Corvus splendens" "2" 25.185622 55.2467036 "1990-03-15" "03" 74 "no"
"Indian Roller" "Coracias benghalensis" "1" 25.185622 55.2467036 "1990-05-01" "05" 121 "no"
"Greater Spotted Eagle" "Clanga clanga" "X" 25.1921346 55.3193807 "1997-12-19" "12" 353 "yes"
"Gray Heron" "Ardea cinerea" "X" 25.1921346 55.3193807 "1999-11-15" "11" 319 "no"
"Western Reef-Heron" "Egretta gularis" "6" 24.813432 56.142749 "1999-02-19" "02" 50 "no"
"Indian Roller" "Coracias benghalensis" "1" 25.205159 55.29646 "1999-04-04" "04" 94 "no"
"Imperial Eagle" "Aquila heliaca" "2" 25.205159 55.29646 "1988-09-16" "09" 260 "yes"
"Common Buzzard" "Buteo buteo" "1" 25.205159 55.29646 "1991-09-19" "09" 262 "yes"
"Bank Myna" "Acridotheres ginginianus" "13" 25.205159 55.29646 "1989-11-20" "11" 324 "no"
"Merlin" "Falco columbarius" "1" 25.205159 55.29646 "1990-11-04" "11" 308 "yes"
"White Stork" "Ciconia ciconia" "8" 25.169707 55.432797 "1999-03-20" "03" 79 "yes"
"Cattle Egret" "Bubulcus ibis" "2" 25.169707 55.432797 "1999-09-24" "09" 267 "no"
"Squacco Heron" "Ardeola ralloides" "1" 25.086263 55.163731 "1999-09-09" "09" 252 "no"
"Imperial Eagle" "Aquila heliaca" "1" 25.086263 55.163731 "1999-10-25" "10" 298 "yes"
"Common Myna" "Acridotheres tristis" "X" 25.185622 55.2467036 "1990-03-18" "03" 77 "no"
"Great Egret" "Ardea alba" "2" 25.1921346 55.3193807 "1999-10-02" "10" 275 "no"
"Gray Heron" "Ardea cinerea" "95" 25.1921346 55.3193807 "1994-12-09" "12" 343 "no"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "4" 25.1921346 55.3193807 "1999-01-29" "01" 29 "yes"
"Steppe Eagle" "Aquila nipalensis" "2" 25.205159 55.29646 "1989-03-03" "03" 62 "yes"
"Great Egret" "Ardea alba" "2" 25.205159 55.29646 "1999-01-29" "01" 29 "no"
"Indian Roller" "Coracias benghalensis" "1" 25.169707 55.432797 "1999-07-05" "07" 186 "no"
"Gray Heron" "Ardea cinerea" "1" 25.169707 55.432797 "1999-03-20" "03" 79 "no"
"White Stork" "Ciconia ciconia" "2" 25.169707 55.432797 "1999-05-30" "05" 150 "yes"
"Eurasian Kestrel" "Falco tinnunculus" "2" 25.169707 55.432797 "1999-11-20" "11" 324 "yes"
"Indian Roller" "Coracias benghalensis" "2" 25.086263 55.163731 "1998-10-17" "10" 290 "no"
"Indian Roller" "Coracias benghalensis" "1" 25.086263 55.163731 "1999-09-09" "09" 252 "no"
"Great Gray Shrike" "Lanius excubitor" "4" 25.086263 55.163731 "1998-01-29" "01" 29 "no"
"Eurasian Kestrel" "Falco tinnunculus" "1" 25.086263 55.163731 "1995-12-08" "12" 342 "yes"
"Great Gray Shrike" "Lanius excubitor" "1" 25.086263 55.163731 "1998-09-01" "09" 244 "no"
"Shikra" "Accipiter badius" "1" 25.185622 55.2467036 "1999-09-24" "09" 267 "yes"
"Little Egret" "Egretta garzetta" "2" 25.1921346 55.3193807 "1999-10-02" "10" 275 "no"
"Peregrine Falcon" "Falco peregrinus" "1" 25.1921346 55.3193807 "1999-10-22" "10" 295 "yes"
"Great Egret" "Ardea alba" "15" 25.1921346 55.3193807 "1999-04-02" "04" 92 "no"
"Great Egret" "Ardea alba" "8" 25.1921346 55.3193807 "1999-12-06" "12" 340 "no"
"Gray Heron" "Ardea cinerea" "1" 25.2087535 55.3001546 "1999-01-17" "01" 17 "no"
"Gray Heron" "Ardea cinerea" "5" 25.205159 55.29646 "1998-09-03" "09" 246 "no"
"Greater Spotted Eagle" "Clanga clanga" "1" 25.205159 55.29646 "1999-03-04" "03" 63 "yes"
"Striated Heron" "Butorides striata" "1" 25.086263 55.163731 "1999-10-16" "10" 289 "no"
"Gray Heron" "Ardea cinerea" "1" 25.086263 55.163731 "1999-07-15" "07" 196 "no"
"Indian Roller" "Coracias benghalensis" "2" 25.086263 55.163731 "1999-12-30" "12" 364 "no"
"Great Gray Shrike" "Lanius excubitor" "1" 25.185622 55.2467036 "1990-09-06" "09" 249 "no"
"Great Egret" "Ardea alba" "26" 25.1921346 55.3193807 "1999-02-10" "02" 41 "no"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "1" 25.1921346 55.3193807 "1998-10-31" "10" 304 "yes"
"Brown-necked Raven" "Corvus ruficollis" "X" 24.804653 56.1241427 "1994-02-18" "02" 49 "no"
"Great Gray Shrike" "Lanius excubitor" "1" 25.159611 55.41546 "1999-03-01" "03" 60 "no"
"Gray Heron" "Ardea cinerea" "5" 25.205159 55.29646 "1999-10-02" "10" 275 "no"
"Booted Eagle" "Hieraaetus pennatus" "1" 25.205159 55.29646 "1999-11-01" "11" 305 "yes"
"European Roller" "Coracias garrulus" "1" 25.205159 55.29646 "1990-04-05" "04" 95 "no"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "4" 25.169707 55.432797 "1999-06-10" "06" 161 "yes"
"White Stork" "Ciconia ciconia" "3" 25.169707 55.432797 "1999-10-11" "10" 284 "yes"
"European Roller" "Coracias garrulus" "2" 25.169707 55.432797 "1999-10-22" "10" 295 "no"
"Great Gray Shrike" "Lanius excubitor" "2" 25.086263 55.163731 "1999-03-11" "03" 70 "no"
"Great Gray Shrike" "Lanius excubitor" "1" 25.086263 55.163731 "1998-09-01" "09" 244 "no"
"White-eyed Buzzard" "Butastur teesa" "1" 25.086263 55.163731 "1998-11-22" "11" 326 "no"
"Great Gray Shrike" "Lanius excubitor" "2" 25.185622 55.2467036 "1990-10-12" "10" 285 "no"
"Indian Roller" "Coracias benghalensis" "X" 25.185622 55.2467036 "1994-04-10" "04" 100 "no"
"Great Egret" "Ardea alba" "5" 25.1921346 55.3193807 "1999-02-27" "02" 58 "no"
"Bonelli's Eagle" "Aquila fasciata" "1" 25.1921346 55.3193807 "1999-09-08" "09" 251 "yes"
"Great Egret" "Ardea alba" "3" 25.1921346 55.3193807 "1999-03-26" "03" 85 "no"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "1" 25.1921346 55.3193807 "1990-10-12" "10" 285 "yes"
"Gray Heron" "Ardea cinerea" "1" 25.169707 55.432797 "1999-11-05" "11" 309 "no"
"Gray Heron" "Ardea cinerea" "3" 25.086263 55.163731 "1999-01-06" "01" 6 "no"
"Gray Heron" "Ardea cinerea" "8" 25.086263 55.163731 "1999-09-11" "09" 254 "no"
"Gray Heron" "Ardea cinerea" "1" 25.086263 55.163731 "1999-12-22" "12" 356 "no"
"Great Egret" "Ardea alba" "23" 25.1921346 55.3193807 "1995-12-08" "12" 342 "no"
"Great Egret" "Ardea alba" "2" 25.1921346 55.3193807 "1999-12-30" "12" 364 "no"
"Little Egret" "Egretta garzetta" "1" 25.1921346 55.3193807 "1999-10-22" "10" 295 "no"
"Great Egret" "Ardea alba" "X" 25.1921346 55.3193807 "1990-04-18" "04" 108 "no"
"Gray Heron" "Ardea cinerea" "2" 24.813432 56.142749 "1998-09-18" "09" 261 "no"
"Brown-necked Raven" "Corvus ruficollis" "30" 25.08448 55.404502 "1994-02-27" "02" 58 "no"
"Indian Roller" "Coracias benghalensis" "1" 25.218198 55.44909 "1999-04-01" "04" 91 "no"
"Common Myna" "Acridotheres tristis" "5" 25.218198 55.44909 "1992-02-22" "02" 53 "no"
"Greater Spotted Eagle" "Clanga clanga" "1" 25.205159 55.29646 "1999-11-01" "11" 305 "yes"
"Greater Spotted Eagle" "Clanga clanga" "2" 25.205159 55.29646 "1989-01-02" "01" 2 "yes"
"Gray Heron" "Ardea cinerea" "2" 25.205159 55.29646 "1990-04-05" "04" 95 "no"
"Indian Roller" "Coracias benghalensis" "5" 25.169707 55.432797 "1999-12-12" "12" 346 "no"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "1" 25.169707 55.432797 "1999-10-22" "10" 295 "yes"
"House Crow" "Corvus splendens" "2" 25.086263 55.163731 "1999-12-06" "12" 340 "no"
"Little Bittern" "Ixobrychus minutus" "3" 25.086263 55.163731 "1990-10-09" "10" 282 "no"
"Purple Heron" "Ardea purpurea" "1" 25.086263 55.163731 "1998-09-05" "09" 248 "no"
"Striated Heron" "Butorides striata" "1" 25.086263 55.163731 "1999-04-12" "04" 102 "no"
"Great Gray Shrike" "Lanius excubitor" "4" 25.185622 55.2467036 "1998-11-26" "11" 330 "no"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "1" 25.185622 55.2467036 "1990-09-13" "09" 256 "yes"
"Great Gray Shrike" "Lanius excubitor" "1" 25.185622 55.2467036 "1990-08-17" "08" 229 "no"
"Black-winged Kite" "Elanus caeruleus" "1" 25.1921346 55.3193807 "1999-02-10" "02" 41 "yes"
"Gray Heron" "Ardea cinerea" "35" 25.1921346 55.3193807 "1999-10-22" "10" 295 "no"
"Western Reef-Heron" "Egretta gularis" "X" 25.1921346 55.3193807 "1993-03-13" "03" 72 "no"
"Montagu's Harrier" "Circus pygargus" "3" 25.036842 55.592214 "1991-09-12" "09" 255 "yes"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "1" 25.205159 55.29646 "1999-04-05" "04" 95 "yes"
"Great Gray Shrike" "Lanius excubitor" "4" 25.205159 55.29646 "1989-04-07" "04" 97 "no"
"White-eyed Buzzard" "Butastur teesa" "1" 25.158914 55.324651 "1997-12-09" "12" 343 "no"
"Eurasian Kestrel" "Falco tinnunculus" "1" 25.169707 55.432797 "1999-03-20" "03" 79 "yes"
"Great Gray Shrike" "Lanius excubitor" "X" 25.169707 55.432797 "1999-11-05" "11" 309 "no"
"Striated Heron" "Butorides striata" "1" 25.086263 55.163731 "1998-10-17" "10" 290 "no"
"Western Reef-Heron" "Egretta gularis" "3" 25.086263 55.163731 "1999-07-02" "07" 183 "no"
"House Crow" "Corvus splendens" "3" 25.185622 55.2467036 "1990-05-04" "05" 124 "no"
"Indian Roller" "Coracias benghalensis" "2" 25.185622 55.2467036 "1990-09-06" "09" 249 "no"
"Great Gray Shrike" "Lanius excubitor" "1" 25.185622 55.2467036 "1990-09-06" "09" 249 "no"
"Indian Roller" "Coracias benghalensis" "1" 25.185622 55.2467036 "1990-03-08" "03" 67 "no"
"Imperial Eagle" "Aquila heliaca" "1" 25.1921346 55.3193807 "1999-12-03" "12" 337 "yes"
"Great Egret" "Ardea alba" "4" 25.1921346 55.3193807 "1999-10-22" "10" 295 "no"
"Great Egret" "Ardea alba" "X" 25.2667418 55.3026867 "1983-07-20" "07" 201 "no"
"Western Reef-Heron" "Egretta gularis" "X" 25.2052 55.2965 "1990-09-27" "09" 270 "no"
"Short-toed Snake-Eagle" "Circaetus gallicus" "1" 25.2052 55.2965 "1990-12-06" "12" 340 "yes"
"Striated Heron" "Butorides striata" "9" 25.205159 55.29646 "1999-04-05" "04" 95 "no"
"Great Egret" "Ardea alba" "2" 25.205159 55.29646 "1999-02-20" "02" 51 "no"
"Indian Roller" "Coracias benghalensis" "6" 25.086263 55.163731 "1999-12-05" "12" 339 "no"
"Indian Roller" "Coracias benghalensis" "2" 25.185622 55.2467036 "1999-12-14" "12" 348 "no"
"Indian Roller" "Coracias benghalensis" "2" 25.185622 55.2467036 "1990-08-17" "08" 229 "no"
"Greater Spotted Eagle" "Clanga clanga" "4" 25.1921346 55.3193807 "1999-02-16" "02" 47 "yes"
"Greater Spotted Eagle" "Clanga clanga" "2" 25.1921346 55.3193807 "1998-10-19" "10" 292 "yes"
"Gray Heron" "Ardea cinerea" "72" 25.1921346 55.3193807 "1992-03-22" "03" 82 "no"
"Eurasian Kestrel" "Falco tinnunculus" "3" 25.06287 55.583679 "1999-03-20" "03" 79 "yes"
"Great Gray Shrike" "Lanius excubitor" "2" 24.985556 55.024179 "1998-12-31" "12" 365 "no"
"Common Myna" "Acridotheres tristis" "800" 25.205159 55.29646 "1995-12-06" "12" 340 "no"
"Bonelli's Eagle" "Aquila fasciata" "1" 25.205159 55.29646 "1989-12-31" "12" 365 "yes"
"Common Myna" "Acridotheres tristis" "4" 25.23824 55.326775 "1999-12-25" "12" 359 "no"
"Great Gray Shrike" "Lanius excubitor" "1" 25.086263 55.163731 "1998-10-24" "10" 297 "no"
"Indian Roller" "Coracias benghalensis" "4" 25.086263 55.163731 "1998-09-01" "09" 244 "no"
"Gray Heron" "Ardea cinerea" "8" 25.086263 55.163731 "1999-10-04" "10" 277 "no"
"Indian Roller" "Coracias benghalensis" "X" 25.086263 55.163731 "1999-09-02" "09" 245 "no"
"Common Myna" "Acridotheres tristis" "X" 25.185622 55.2467036 "1990-06-08" "06" 159 "no"
"Great Egret" "Ardea alba" "12" 25.1921346 55.3193807 "1999-11-06" "11" 310 "no"
"Western Reef-Heron" "Egretta gularis" "X" 25.1921346 55.3193807 "1998-12-06" "12" 340 "no"
"White Stork" "Ciconia ciconia" "1" 25.1921346 55.3193807 "1998-12-06" "12" 340 "yes"
"Bank Myna" "Acridotheres ginginianus" "X" 25.2052 55.2965 "1990-03-29" "03" 88 "no"
"Eurasian Sparrowhawk" "Accipiter nisus" "1" 24.985556 55.024179 "1995-11-10" "11" 314 "yes"
"Common Buzzard" "Buteo buteo" "2" 25.205159 55.29646 "1987-12-03" "12" 337 "yes"
"Western Reef-Heron" "Egretta gularis" "1" 25.205159 55.29646 "1994-01-23" "01" 23 "no"
"Great Egret" "Ardea alba" "1" 25.205159 55.29646 "1999-11-24" "11" 328 "no"
"Cattle Egret" "Bubulcus ibis" "X" 25.201288 55.239652 "1991-10-14" "10" 287 "no"
"Montagu's Harrier" "Circus pygargus" "2" 25.169707 55.432797 "1999-10-11" "10" 284 "yes"
"Eurasian Kestrel" "Falco tinnunculus" "2" 25.169707 55.432797 "1999-05-19" "05" 139 "yes"
"Indian Roller" "Coracias benghalensis" "1" 25.169707 55.432797 "1999-10-22" "10" 295 "no"
"Brown-necked Raven" "Corvus ruficollis" "1" 25.169707 55.432797 "1999-11-05" "11" 309 "no"
"Great Gray Shrike" "Lanius excubitor" "1" 25.086263 55.163731 "1999-07-14" "07" 195 "no"
"Squacco Heron" "Ardeola ralloides" "1" 25.086263 55.163731 "1999-09-05" "09" 248 "no"
"Little Egret" "Egretta garzetta" "1" 25.086263 55.163731 "1999-02-19" "02" 50 "no"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "1" 25.185622 55.2467036 "1990-09-13" "09" 256 "yes"
"House Crow" "Corvus splendens" "3" 25.185622 55.2467036 "1990-03-20" "03" 79 "no"
"Greater Spotted Eagle" "Clanga clanga" "1" 25.1921346 55.3193807 "1998-11-29" "11" 333 "yes"
"Western Reef-Heron" "Egretta gularis" "300" 25.1921346 55.3193807 "1985-02-14" "02" 45 "no"
"Greater Spotted Eagle" "Clanga clanga" "5" 25.1921346 55.3193807 "1995-11-10" "11" 314 "yes"
"Great Egret" "Ardea alba" "1" 25.1921346 55.3193807 "1990-07-27" "07" 208 "no"
"Greater Spotted Eagle" "Clanga clanga" "2" 25.1921346 55.3193807 "1995-12-25" "12" 359 "yes"
"Little Egret" "Egretta garzetta" "12" 24.813432 56.142749 "1999-02-26" "02" 57 "no"
"Eurasian Sparrowhawk" "Accipiter nisus" "1" 24.985556 55.024179 "1996-11-28" "11" 333 "yes"
"Bank Myna" "Acridotheres ginginianus" "81" 25.205159 55.29646 "1999-03-12" "03" 71 "no"
"Great Gray Shrike" "Lanius excubitor" "3" 25.169707 55.432797 "1999-09-24" "09" 267 "no"
"White Stork" "Ciconia ciconia" "7" 25.169707 55.432797 "1999-03-01" "03" 60 "yes"
"Indian Roller" "Coracias benghalensis" "7" 25.086263 55.163731 "1999-10-19" "10" 292 "no"
"Great Gray Shrike" "Lanius excubitor" "3" 25.086263 55.163731 "1999-10-26" "10" 299 "no"
"Indian Roller" "Coracias benghalensis" "3" 25.086263 55.163731 "1998-11-07" "11" 311 "no"
"Gray Heron" "Ardea cinerea" "2" 25.185622 55.2467036 "1990-10-12" "10" 285 "no"
"Great Egret" "Ardea alba" "25" 25.1921346 55.3193807 "1989-01-03" "01" 3 "no"
"Gray Heron" "Ardea cinerea" "366" 25.1921346 55.3193807 "1994-09-29" "09" 272 "no"
"Gray Heron" "Ardea cinerea" "X" 25.1921346 55.3193807 "1995-12-25" "12" 359 "no"
"Great Egret" "Ardea alba" "17" 25.1921346 55.3193807 "1995-12-25" "12" 359 "no"
"Lanner Falcon" "Falco biarmicus" "1" 24.942528 55.041587 "1995-07-06" "07" 187 "yes"
"Gray Heron" "Ardea cinerea" "8" 25.205159 55.29646 "1999-02-10" "02" 41 "no"
"Greater Spotted Eagle" "Clanga clanga" "2" 25.205159 55.29646 "1999-03-03" "03" 62 "yes"
"Great Egret" "Ardea alba" "14" 25.205159 55.29646 "1996-01-18" "01" 18 "no"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "1" 25.23824 55.326775 "1977-05-03" "05" 123 "yes"
"Eurasian Kestrel" "Falco tinnunculus" "1" 25.23824 55.326775 "1977-05-03" "05" 123 "yes"
"Indian Roller" "Coracias benghalensis" "1" 25.23824 55.326775 "1999-12-25" "12" 359 "no"
"Western Reef-Heron" "Egretta gularis" "1" 25.169707 55.432797 "1999-10-26" "10" 299 "no"
"Great Gray Shrike" "Lanius excubitor" "1" 25.086263 55.163731 "1998-01-02" "01" 2 "no"
"Pallid Harrier" "Circus macrourus" "1" 25.086263 55.163731 "1999-12-06" "12" 340 "yes"
"Purple Heron" "Ardea purpurea" "1" 25.086263 55.163731 "1999-04-05" "04" 95 "no"
"Indian Roller" "Coracias benghalensis" "2" 25.086263 55.163731 "1999-11-07" "11" 311 "no"
"Western Reef-Heron" "Egretta gularis" "2" 25.086263 55.163731 "1999-03-07" "03" 66 "no"
"Striated Heron" "Butorides striata" "1" 25.086263 55.163731 "1999-09-06" "09" 249 "no"
"Gray Heron" "Ardea cinerea" "1" 25.1921346 55.3193807 "1999-02-20" "02" 51 "no"
"Little Egret" "Egretta garzetta" "1" 25.1921346 55.3193807 "1999-12-06" "12" 340 "no"
"Great Egret" "Ardea alba" "33" 25.1921346 55.3193807 "1995-11-10" "11" 314 "no"
"Gray Heron" "Ardea cinerea" "150" 25.1921346 55.3193807 "1995-02-24" "02" 55 "no"
"Pallid Harrier" "Circus macrourus" "1" 24.790492 55.182906 "1998-12-11" "12" 345 "yes"
"Great Gray Shrike" "Lanius excubitor" "1" 25.2052 55.2965 "1990-04-05" "04" 95 "no"
"Eurasian Kestrel" "Falco tinnunculus" "1" 25.205159 55.29646 "1990-10-24" "10" 297 "yes"
"Bank Myna" "Acridotheres ginginianus" "1" 25.205159 55.29646 "1989-10-05" "10" 278 "no"
"Western Reef-Heron" "Egretta gularis" "1" 25.086263 55.163731 "1999-07-05" "07" 186 "no"
"Western Reef-Heron" "Egretta gularis" "2" 25.086263 55.163731 "1999-03-22" "03" 81 "no"
"Striated Heron" "Butorides striata" "1" 25.086263 55.163731 "1999-09-25" "09" 268 "no"
"Indian Roller" "Coracias benghalensis" "2" 25.086263 55.163731 "1998-09-17" "09" 260 "no"
"Little Egret" "Egretta garzetta" "1" 25.086263 55.163731 "1999-05-17" "05" 137 "no"
"Common Myna" "Acridotheres tristis" "X" 25.086263 55.163731 "1995-12-25" "12" 359 "no"
"House Crow" "Corvus splendens" "2" 25.185622 55.2467036 "1990-03-15" "03" 74 "no"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "1" 25.1921346 55.3193807 "1999-03-01" "03" 60 "yes"
"Gray Heron" "Ardea cinerea" "X" 25.1921346 55.3193807 "1998-09-10" "09" 253 "no"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "3" 25.1921346 55.3193807 "1994-12-09" "12" 343 "yes"
"Gray Heron" "Ardea cinerea" "14" 25.1921346 55.3193807 "1994-09-02" "09" 245 "no"
"Great Gray Shrike" "Lanius excubitor" "8" 24.790492 55.182906 "1996-03-29" "03" 89 "no"
"Eurasian Kestrel" "Falco tinnunculus" "1" 25.06287 55.583679 "1999-04-02" "04" 92 "yes"
