"nest";"year";"first_egg";"start_expo";"last_ok";"last_control";"end_expo";"fate";"logger_fate";"end_type";"temperature";"lat";"lon"
"3_2018";"2018";2018-02-21 02:08:00;2018-03-14 15:20:00;2018-03-19 09:20:00;2018-03-26 11:50:00;2018-03-18 09:20:00;1;"no";"logger";NA;24.8364787882242;55.3717868270401
"3_2019";"2019";2019-02-06 22:02:24;2019-02-11 11:00:00;2019-03-13 13:59:00;2019-03-13 13:35:00;2019-03-13 01:59:00;1;"no";"logger";NA;24.837461002171;55.392107013613
"3_2020";"2020";2020-02-02 02:19:48;2020-02-16 15:03:00;2020-02-16 15:03:00;2020-02-16 15:03:00;2020-02-16 15:03:00;5;"no";"visit";NA;24.837252041325;55.3754339832813
"30_2018";"2018";2018-02-28 05:38:12;2018-03-19 08:31:00;2018-03-27 13:00:00;2018-03-27 17:22:00;2018-03-26 13:00:00;1;"no";"logger";NA;24.8410988094334;55.3381768202457
"30_2019";"2019";2019-02-09 11:58:00;2019-02-09 11:58:00;2019-03-18 16:08:00;2019-03-18 15:49:00;2019-03-16 02:00:00;1;"no";"logger";NA;24.8338580410927;55.3722669649869
"30_2020";"2020";2020-02-29 12:45:00;2020-03-08 13:57:00;2020-03-18 18:45:00;2020-05-05 12:47:00;2020-03-30 12:45:00;1;"no";"hde";NA;24.8394050169736;55.3565440233797
"31_2018";"2018";2018-03-01 10:56:24;2018-03-19 11:54:00;2018-03-29 08:02:00;2018-04-22 13:32:00;2018-03-31 10:56:24;1;"no";"hde";NA;24.8400348106447;55.3493177944843
"31_2019";"2019";2019-02-25 01:39:12;2019-03-07 09:56:00;2019-03-14 08:13:00;2019-04-01 09:06:00;2019-03-23 08:39:30;0;"no";"half_rule";NA;24.8371050227433;55.3764160070568
"31_2020";"2020";2020-03-03 12:13:24;2020-03-09 09:35:00;2020-03-18 15:52:00;2020-05-03 10:25:00;2020-04-02 12:13:24;1;"no";"hde";NA;NA;NA
"32_2018";"2018";2018-03-19 12:40:00;2018-03-19 12:40:00;2018-03-19 12:40:00;2018-04-12 13:11:00;2018-04-11 13:11:00;1;"no";"hde";NA;24.8395058287356;55.352522866619
"32_2019";"2019";2019-02-20 11:52:24;2019-03-10 12:50:00;2019-03-11 14:14:00;2019-03-11 14:10:00;2019-03-11 14:12:00;0;"no";"half_rule";NA;24.8382925274636;55.3829224595121
"32_2020";"2020";2020-03-04 09:52:48;2020-03-09 11:48:00;2020-04-07 05:52:00;2020-05-05 10:40:00;2020-04-06 05:52:00;1;"no";"logger";NA;NA;NA
"33_2018";"2018";2018-02-28 22:50:48;2018-03-19 12:46:00;2018-03-29 08:12:00;2018-04-12 13:17:00;2018-03-30 22:50:48;1;"no";"hde";NA;24.8400648178581;55.3527018202517
"33_2019";"2019";2019-02-20 21:35:48;2019-03-11 11:31:00;2019-03-22 14:00:00;2019-03-25 14:50:00;2019-03-21 14:00:00;1;"no";"logger";NA;24.8401284590364;55.3557654283941
"33_2020";"2020";2020-03-03 16:43:24;2020-03-09 14:05:00;2020-05-07 10:00:00;2020-05-07 10:00:00;2020-05-07 10:00:00;5;"no";"visit";NA;NA;NA
"34_2018";"2018";2018-02-27 10:29:36;2018-03-20 10:44:00;2018-03-28 10:00:00;2018-03-29 10:51:00;2018-03-27 10:00:00;1;"no";"logger";NA;24.8371588120285;55.3755418358419
"34_2019";"2019";2019-02-26 16:15:36;2019-03-11 14:06:00;2019-03-30 12:09:34;2019-03-31 08:57:00;2019-03-30 12:09:34;0;"yes";"logger";34.45575;24.8409959860146;55.3673679940403
"34_2020";"2020";2020-02-28 10:36:36;2020-03-09 15:39:00;2020-03-18 14:02:00;2020-06-04 13:20:00;2020-03-29 10:36:36;1;"no";"hde";NA;NA;NA
"35_2018";"2018";2018-02-18 07:48:24;2018-03-20 12:22:00;2018-03-20 12:22:00;2018-03-24 09:44:00;2018-03-21 01:10:00;1;"no";"visit";NA;24.8367967976306;55.3816628044519
"35_2019";"2019";2019-02-23 11:30:36;2019-03-12 10:33:00;2019-03-20 13:30:00;2019-03-20 12:00:00;2019-03-20 13:30:00;5;"no";"logger";NA;24.8336899839342;55.3719239775091
"35_2020";"2020";2020-02-27 06:16:00;2020-03-10 08:40:00;2020-03-10 08:40:00;2020-03-14 14:00:00;2020-03-12 11:20:00;0;"no";"half_rule";NA;NA;NA
"36_2018";"2018";2018-02-18 08:35:24;2018-03-20 13:09:00;2018-03-20 13:09:00;2018-03-24 09:10:00;2018-03-21 13:09:00;1;"no";"hde";NA;24.8378508219544;55.3872678669218
"36_2019";"2019";2019-02-15 11:17:12;2019-03-13 08:10:00;2019-03-23 10:30:00;2019-03-16 16:43:00;2019-03-23 10:30:00;5;"no";"logger";NA;24.8411559965461;55.3288379777223
"36_2020";"2020";2020-03-08 17:40:00;2020-03-10 11:04:00;2020-03-18 14:00:00;2020-04-22 10:30:00;2020-04-07 17:40:00;1;"no";"hde";NA;24.8342479672283;55.3711499925703
"37_2018";"2018";2018-03-03 07:14:24;2018-03-21 08:12:00;2018-03-21 11:32:00;2018-03-23 08:40:00;2018-03-22 10:06:00;0;"no";"half_rule";NA;24.8372008053634;55.379339843807
"37_2019";"2019";2019-03-11 10:04:48;2019-03-13 12:25:00;2019-03-16 12:00:00;2019-03-16 12:00:00;2019-03-16 12:00:00;5;"no";"visit";NA;24.837292185214;55.3903523391049
"37_2020";"2020";2020-02-26 16:28:36;2020-03-10 14:19:00;2020-03-17 11:41:00;2020-03-17 11:41:00;2020-03-17 11:41:00;5;"no";"visit";NA;24.8427949938923;55.339242015034
"38_2018";"2018";2018-03-10 07:05:48;2018-03-21 10:49:00;2018-03-29 11:07:00;2018-04-08 14:25:00;2018-04-06 14:25:00;1;"no";"visit";NA;24.8371778389487;55.3763967899654
"38_2019";"2019";2019-02-26 03:41:00;2019-03-13 15:05:00;2019-03-29 18:00:00;2019-03-30 12:36:00;2019-03-27 20:00:00;1;"no";"logger";NA;24.8366659786552;55.3754049818963
"38_2020";"2020";NA;2020-03-10 15:05:00;2020-03-19 08:00:00;2020-04-23 11:52:00;2020-03-20 08:00:00;1;"no";"hde";NA;24.8411539848894;55.3278049919754
"39_2018";"2018";2018-03-20 08:07:48;2018-03-21 11:20:00;2018-04-22 13:00:00;2018-05-06 11:05:00;2018-04-21 13:00:00;1;"no";"logger";NA;24.8364361147109;55.3778547360764
"39_2019";"2019";2019-02-27 07:35:24;2019-03-17 08:33:00;2019-04-02 15:30:00;2019-04-02 15:28:00;2019-04-01 02:00:00;1;"no";"logger";NA;24.8416330106556;55.3365889750421
"39_2020";"2020";2020-03-10 07:44:00;2020-03-10 17:22:00;2020-04-12 18:39:00;2020-04-20 11:13:00;2020-04-11 18:39:00;1;"no";"logger";NA;24.8403960093856;55.3361549600959
"4_2018";"2018";2018-03-01 17:49:36;2018-03-14 15:40:00;2018-03-29 10:31:00;2018-04-10 09:55:00;2018-03-31 17:49:36;1;"no";"hde";NA;24.8364978151444;55.3708708526615
"4_2019";"2019";2019-02-09 12:00:00;2019-02-09 12:00:00;2019-03-18 15:12:00;2019-03-18 14:59:00;2019-03-18 03:12:00;1;"no";"logger";NA;24.8363830056042;55.3782430104911
"4_2020";"2020";2020-02-16 00:06:24;2020-02-20 13:04:00;2020-03-14 14:14:00;2020-03-22 15:08:00;2020-03-17 00:06:24;1;"no";"hde";NA;24.8382499907166;55.3930410090834
"40_2018";"2018";2018-02-19 07:49:24;2018-03-21 12:23:00;2018-03-23 15:16:00;2018-04-10 13:10:00;2018-03-24 15:16:00;1;"no";"hde";NA;24.8382308574442;55.3829918390188
"40_2019";"2019";2019-03-08 04:25:36;2019-03-18 09:28:00;2019-04-11 10:00:00;2019-04-11 09:25:00;2019-04-10 10:00:00;1;"no";"logger";NA;24.8413434523284;55.3311107318965
"40_2020";"2020";2020-03-02 05:15:36;2020-03-12 10:18:00;2020-03-12 10:18:00;2020-05-03 10:52:00;2020-04-01 05:15:36;1;"no";"hde";NA;24.8393719922751;55.3543990105391
"41_2018";"2018";2018-03-17 03:05:24;2018-03-21 16:03:00;2018-04-12 08:09:00;2018-04-12 08:09:00;2018-04-12 08:09:00;5;"no";"visit";NA;24.8428637867842;55.339070834038
"41_2019";"2019";2019-03-19 11:07:24;2019-03-20 14:55:00;2019-03-26 17:00:00;2019-03-27 07:16:00;2019-03-26 17:00:00;2;"no";"logger";NA;24.833612993267;55.3967527526115
"41_2020";"2020";2020-03-07 09:23:48;2020-03-12 11:19:00;2020-03-27 07:00:00;2020-03-29 14:01:00;2020-03-27 07:00:00;0;"yes";"logger";17.47;24.8413679748774;55.3546300157905
"42_2018";"2018";2018-03-10 09:38:00;2018-03-22 12:02:00;2018-05-05 05:30:00;2018-05-06 11:27:00;2018-05-04 05:30:00;1;"no";"logger";NA;24.8351003832271;55.3796164092782
"42_2019";"2019";2019-03-03 19:21:12;2019-03-20 15:00:00;2019-04-02 12:38:00;2019-04-02 12:36:00;2019-03-31 21:15:00;1;"no";"logger";NA;24.8339240066707;55.3968520089984
"42_2020";"2020";2020-02-24 11:49:24;2020-03-15 13:23:00;2020-03-17 11:47:00;2020-03-17 11:47:00;2020-03-17 11:47:00;5;"no";"visit";NA;24.8412069585174;55.3396849986166
"43_2018";"2018";2018-03-15 06:08:00;2018-03-22 14:38:00;2018-03-23 07:20:00;2018-03-24 07:43:00;2018-03-23 19:31:30;0;"no";"half_rule";NA;24.8387568218682;55.375565808085
"43_2019";"2019";NA;2019-03-20 15:34:00;2019-03-28 11:00:00;2019-03-28 09:20:00;2019-03-28 11:00:00;0;"no";"logger";NA;24.8350622238705;55.3796893051688
"43_2020";"2020";NA;2020-03-15 17:50:00;2020-03-19 08:03:00;2020-05-17 09:50:00;2020-03-20 08:03:00;1;"no";"hde";NA;24.8405509907752;55.3422959614545
"44_2018";"2018";2018-03-01 19:35:12;2018-03-23 10:10:00;2018-03-24 07:28:00;2018-03-27 14:34:00;2018-03-26 02:34:00;1;"no";"visit";NA;24.8335711537797;55.3720047721291
"44_2020";"2020";2020-02-16 03:15:24;2020-03-15 18:27:00;2020-03-19 08:13:00;2020-03-29 14:30:00;2020-03-20 08:13:00;0;"no";"last_ok+1";NA;24.8400779999793;55.3464040160179
"45_2018";"2018";2018-03-02 10:14:36;2018-03-23 10:29:00;2018-03-25 14:05:00;2018-03-28 11:55:00;2018-03-26 02:38:00;1;"no";"visit";NA;24.8338209178057;55.3723628491815
"45_2019";"2019";2019-03-15 06:02:36;2019-03-25 11:05:00;2019-04-08 12:40:00;2019-04-17 13:03:00;2019-04-14 06:02:36;1;"no";"hde";NA;24.8404476955232;55.349182071114
"46_2018";"2018";2018-03-15 10:28:00;2018-03-23 11:40:00;2018-04-10 09:23:00;2018-04-30 11:22:00;2018-03-28 09:50:00;1;"no";"logger";NA;24.8413913174836;55.3673532388347
"46_2019";"2019";2019-03-22 09:20:00;2019-03-26 09:20:00;2019-03-27 06:30:00;2019-03-31 06:46:00;2019-03-27 06:30:00;2;"no";"logger";NA;24.8411470279098;55.3497280273587
"46_2020";"2020";2020-03-11 14:14:48;2020-03-16 16:10:00;2020-03-19 08:54:00;2020-04-22 12:19:00;2020-04-10 14:14:48;1;"no";"hde";NA;24.8351129796356;55.3795530181378
"47_2018";"2018";2018-03-19 13:40:00;2018-03-23 13:40:00;2018-04-18 16:00:00;2018-04-22 14:11:00;2018-04-17 16:00:00;1;"no";"logger";NA;24.8429248025648;55.365340977078
"47_2019";"2019";2019-03-07 06:00:24;2019-03-25 06:58:00;2019-04-01 08:47:00;2019-04-08 14:13:00;2019-04-06 06:00:24;1;"no";"hde";NA;24.8417516605176;55.3658012877851
"47_2020";"2020";2020-02-28 17:49:36;2020-03-12 15:40:00;2020-03-16 14:58:00;2020-03-16 14:58:00;2020-03-16 14:58:00;5;"no";"visit";NA;24.8348910268396;55.3577479999512
"48_2018";"2018";2018-03-04 11:18:12;2018-03-23 14:11:00;2018-03-28 07:24:00;2018-04-22 15:25:00;2018-04-03 11:18:12;1;"no";"hde";NA;24.842045044184;55.3675150302752
"48_2019";"2019";2019-03-13 07:26:00;2019-03-25 09:50:00;2019-03-25 09:50:00;2019-03-27 09:46:00;2019-03-26 09:48:00;0;"no";"half_rule";NA;24.839569972828;55.3541209828109
"49_2018";"2018";2018-03-22 14:53:12;2018-03-25 12:58:00;2018-03-25 12:58:00;2018-03-27 09:46:00;2018-03-26 11:22:00;0;"no";"half_rule";NA;24.8364848231945;55.3830358440105
"49_2019";"2019";2019-03-19 14:34:24;2019-03-25 11:56:00;2019-03-26 09:53:58;2019-03-27 11:15:00;2019-03-26 09:53:58;0;"yes";"logger";32.3315;24.8404400143772;55.3425169922411
"49_2020";"2020";2020-03-14 02:37:24;2020-03-18 15:35:00;2020-03-18 15:35:00;2020-04-28 11:00:00;2020-04-13 02:37:24;1;"no";"hde";NA;24.8400110285729;55.3407149668783
"5_2018";"2018";2018-03-11 13:15:00;2018-03-15 13:15:00;2018-03-28 04:00:00;2018-03-28 06:53:00;2018-03-27 16:00:00;1;"no";"logger";NA;24.8436338322286;55.3647468665663
"5_2019";"2019";2019-02-09 15:38:00;2019-02-13 15:38:00;2019-02-13 15:38:00;2019-02-25 14:37:00;2019-02-24 14:37:00;1;"no";"hde";NA;24.838074701986;55.3894246743865
"5_2020";"2020";2020-02-23 00:14:24;2020-02-23 13:00:00;2020-03-29 16:00:00;2020-03-29 14:55:00;2020-03-28 16:00:00;1;"no";"logger";NA;24.839730989188;55.3430929966271
"50_2018";"2018";2018-03-17 01:15:24;2018-03-25 15:25:00;2018-04-18 13:00:00;2018-04-22 11:32:00;2018-04-17 13:00:00;1;"no";"logger";NA;24.8413478357766;55.3545768519912
"50_2019";"2019";2019-03-13 10:21:00;2019-03-25 12:45:00;2019-04-14 15:00:00;2019-04-14 14:08:00;2019-04-13 15:00:00;1;"no";"logger";NA;24.840487036854;55.3367840219289
"50_2020";"2020";2020-03-18 15:45:00;2020-03-22 15:45:00;2020-03-22 15:45:00;2020-04-22 14:10:00;2020-04-17 15:45:00;1;"no";"hde";NA;24.8387539945543;55.3932900354266
"51_2018";"2018";NA;2018-03-26 06:55:00;2018-03-26 06:55:00;2018-03-29 15:17:00;2018-03-26 06:55:00;1;"no";"visit";NA;24.845186015591;55.3644220065325
"51_2019";"2019";2019-03-26 07:59:00;2019-03-26 07:59:00;2019-04-23 07:00:00;2019-04-30 14:30:00;2019-04-23 07:00:00;2;"no";"logger";NA;24.8370389733463;55.3908499795943
"51_2020";"2020";2020-03-04 05:21:12;2020-03-22 16:02:00;2020-03-22 16:02:00;2020-04-27 12:35:00;2020-03-29 14:10:00;1;"no";"visit";NA;24.837276013568;55.3900080174208
"52_2018";"2018";2018-03-22 06:15:48;2018-03-26 16:06:00;2018-03-27 08:11:00;2018-03-29 13:29:00;2018-03-28 10:50:00;0;"no";"half_rule";NA;24.8377488141928;55.3787697905723
"52_2019";"2019";2019-02-28 15:57:12;2019-03-26 12:50:00;2019-03-31 18:00:00;2019-04-03 07:46:00;2019-03-30 18:00:00;1;"no";"logger";NA;24.8342031484197;55.3778688288185
"52_2020";"2020";2020-03-16 18:58:24;2020-03-22 16:20:00;2020-03-22 16:20:00;2020-04-27 13:40:00;2020-04-15 18:58:24;1;"no";"hde";NA;24.8378950171173;55.3873379621655
"53_2018";"2018";2018-03-22 21:22:24;2018-03-27 10:20:00;2018-05-31 14:29:00;2018-06-04 10:45:00;2018-05-31 14:29:00;2;"no";"visit";NA;24.8359942956971;55.3936062521298
"53_2019";"2019";2019-03-14 21:57:48;2019-03-27 10:05:00;2019-04-06 16:06:36;2019-04-08 12:43:00;2019-04-06 16:06:36;0;"yes";"logger";47.8379;24.8406535582161;55.3512448402291
"53_2020";"2020";2020-03-07 15:03:48;2020-03-23 12:11:00;2020-03-23 12:11:00;2020-05-19 13:43:00;2020-04-06 15:03:48;1;"no";"hde";NA;24.8365590255708;55.3756379988045
"54_2018";"2018";2018-03-27 11:11:00;2018-03-27 11:11:00;2018-03-27 11:11:00;2018-03-29 12:53:00;2018-03-28 12:02:00;0;"no";"half_rule";NA;24.8341077992741;55.3955817928586
"54_2019";"2019";2019-03-22 10:34:48;2019-03-27 12:30:00;2019-03-28 16:14:00;2019-03-30 07:36:00;2019-03-29 11:55:00;0;"no";"half_rule";NA;24.8416399676353;55.3321339935064
"54_2020";"2020";2020-03-11 00:12:48;2020-03-23 12:20:00;2020-03-23 12:20:00;2020-04-22 11:40:00;2020-04-10 00:12:48;1;"no";"hde";NA;24.8366519808769;55.3754309657961
"55_2018";"2018";2018-03-19 10:07:00;2018-03-27 11:19:00;2018-03-27 11:19:00;2018-03-29 12:48:00;2018-03-28 12:03:30;0;"no";"half_rule";NA;24.833906801236;55.3968248290989
"55_2019";"2019";2019-03-19 16:49:00;2019-03-28 09:45:00;2019-04-20 17:00:00;2019-04-21 12:15:00;2019-04-19 12:15:00;1;"no";"visit";NA;24.8402479849756;55.3520029596984
"55_2020";"2020";2020-03-22 12:06:00;2020-03-23 12:38:00;2020-03-26 12:06:00;2020-03-26 12:06:00;2020-03-26 12:06:00;5;"no";"visit";NA;24.8370839841664;55.3764829784632
"56_2018";"2018";2018-03-22 18:01:12;2018-03-27 16:42:00;2018-04-02 08:04:00;2018-04-16 09:06:00;2018-04-02 08:04:00;2;"no";"visit";NA;24.8410338496838;55.3536908010069
"56_2019";"2019";2019-03-17 05:26:00;2019-03-29 07:50:00;2019-04-18 00:00:00;2019-04-21 14:00:00;2019-04-14 20:00:00;1;"no";"logger";NA;24.8410280466974;55.3666263892688
"56_2020";"2020";2020-03-08 13:37:48;2020-03-24 10:45:00;2020-03-24 10:45:00;2020-04-30 14:05:00;2020-04-07 13:37:48;1;"no";"hde";NA;24.8401680216193;55.3348649851978
"57_2018";"2018";2018-03-15 11:51:36;2018-03-27 17:00:00;2018-03-28 09:42:00;2018-03-28 09:42:00;2018-03-28 09:42:00;5;"no";"visit";NA;24.8418988620911;55.3478248098913
"57_2019";"2019";2019-03-22 03:49:24;2019-03-29 09:35:00;2019-04-23 19:30:00;2019-04-24 10:57:00;2019-04-22 19:30:00;1;"no";"logger";NA;24.8433590121567;55.3651890344918
"57_2020";"2020";2020-03-19 09:37:48;2020-03-24 11:33:00;2020-03-24 11:33:00;2020-03-24 11:33:00;2020-03-24 11:33:00;5;"no";"visit";NA;24.8422670178115;55.3331620339304
"58_2018";"2018";2018-03-26 06:22:36;2018-03-28 08:56:00;2018-04-26 11:54:00;2018-04-29 11:18:00;2018-04-27 11:54:00;1;"no";"hde";NA;24.8420867843602;55.347017800254
"58_2019";"2019";2019-03-20 20:50:24;2019-03-29 11:00:00;2019-05-08 07:50:00;2019-05-08 07:50:00;2019-05-08 07:50:00;5;"no";"visit";NA;24.8445280036217;55.3659337079051
"58_2020";"2020";2020-03-19 09:51:48;2020-03-24 11:47:00;2020-03-24 11:47:00;2020-04-30 04:35:00;2020-04-18 09:51:48;1;"no";"hde";NA;24.8420299775898;55.3319940157235
"59_2018";"2018";2018-03-27 16:21:36;2018-03-28 10:36:00;2018-04-29 09:00:00;2018-04-29 11:03:00;2018-04-28 09:00:00;1;"no";"logger";NA;24.8414048327181;55.3511848634157
"59_2019";"2019";2019-03-18 11:11:12;2019-03-29 11:40:00;2019-04-19 02:30:00;2019-04-21 13:04:00;2019-04-19 02:30:00;2;"no";"logger";NA;24.8439549654722;55.3661609999835
"59_2020";"2020";2020-03-05 12:08:36;2020-03-26 12:23:00;2020-03-26 12:23:00;2020-04-27 12:15:00;2020-04-04 12:08:36;1;"no";"hde";NA;24.8371679708362;55.3824349679053
"6_2018";"2018";2018-03-03 11:44:00;2018-03-15 14:08:00;2018-03-18 21:23:36;2018-03-20 06:59:00;2018-03-18 21:23:36;0;"yes";"logger";17.136;24.8438088463668;55.3660847859505
"6_2019";"2019";2019-02-14 10:48:48;2019-02-19 12:44:00;2019-03-02 15:36:00;2019-03-04 08:14:00;2019-03-02 15:36:00;2;"no";"logger";NA;24.8405309051261;55.3377457545687
"6_2020";"2020";2020-02-24 13:34:00;2020-02-24 13:34:00;2020-03-29 14:04:00;2020-03-29 12:50:00;2020-03-27 13:00:00;1;"no";"logger";NA;24.833398964256;55.3726009838283
"60_2018";"2018";NA;2018-03-28 13:53:00;2018-03-28 13:53:00;2018-04-24 16:06:00;2018-04-23 16:06:00;1;"no";"visit";NA;24.8328618293676;55.381493825284
"60_2019";"2019";2019-03-29 14:00:00;2019-03-29 14:00:00;2019-04-27 10:30:00;2019-04-29 14:12:00;2019-04-27 10:30:00;0;"no";"logger";NA;24.8431493601007;55.3388130247268
"60_2020";"2020";2020-03-31 14:50:00;2020-03-31 14:50:00;2020-03-31 14:50:00;2020-03-31 14:50:00;2020-03-31 14:50:00;5;"no";"visit";NA;24.8371330182999;55.3824180364609
"61_2018";"2018";NA;2018-03-28 12:00:00;2018-03-28 12:00:00;2018-03-28 12:00:00;2018-03-28 12:00:00;5;"no";"visit";NA;24.8327483704901;55.3761506808985
"61_2019";"2019";2019-02-27 10:11:24;2019-03-29 14:45:00;2019-03-29 14:45:00;2019-04-02 07:02:00;2019-03-30 14:45:00;1;"no";"hde";NA;24.8422009684145;55.3346629813313
"61_2020";"2020";2020-03-28 12:44:48;2020-04-02 14:40:00;2020-04-02 14:40:00;2020-05-07 11:20:00;2020-04-27 12:44:48;1;"no";"hde";NA;24.8371330182999;55.3824180364609
"62_2018";"2018";2018-03-29 12:20:00;2018-03-29 12:20:00;2018-03-29 12:20:00;2018-03-29 12:20:00;2018-03-29 12:20:00;5;"no";"visit";NA;24.8383917899851;55.3855748063002
"62_2019";"2019";2019-03-27 15:20:12;2019-03-30 13:25:00;2019-05-01 16:00:00;2019-05-01 18:07:00;2019-05-01 04:00:00;1;"no";"logger";NA;24.837863267115;55.3872306887126
"62_2020";"2020";2020-03-28 13:34:48;2020-04-02 15:30:00;2020-04-02 15:30:00;2020-05-03 11:10:00;2020-04-27 13:34:48;1;"no";"hde";NA;24.8365489672869;55.3708360064775
"63_2018";"2018";2018-03-27 19:25:24;2018-03-29 15:35:00;2018-03-29 15:35:00;2018-03-29 15:35:00;2018-03-29 15:35:00;5;"no";"visit";NA;24.8411882967702;55.3397732286048
"63_2019";"2019";2019-03-26 02:20:24;2019-03-30 15:18:00;2019-04-27 11:00:00;2019-05-01 17:51:00;2019-04-26 11:00:00;1;"no";"logger";NA;24.8365352567837;55.3816591293327
"63_2020";"2020";2020-03-30 10:26:36;2020-04-20 10:41:00;2020-04-20 10:41:00;2020-05-05 10:50:00;2020-04-29 10:26:36;1;"no";"hde";NA;24.8409349657595;55.3316910099238
"64_2018";"2018";2018-03-07 11:02:12;2018-04-02 07:55:00;2018-04-02 07:55:00;2018-05-20 12:05:00;2018-04-06 11:02:12;1;"no";"hde";NA;24.8373821007061;55.3925259282106
"64_2019";"2019";2019-03-29 12:04:00;2019-03-31 11:55:00;2019-04-02 12:04:00;2019-04-04 09:17:00;2019-04-03 10:40:30;0;"no";"half_rule";NA;24.8373001748858;55.3891572162266
"64_2020";"2020";NA;2020-04-20 10:59:00;2020-04-20 10:59:00;2020-04-28 11:46:00;2020-04-21 10:59:00;0;"no";"last_ok+1";NA;24.8403700254858;55.3326649870723
"65_2018";"2018";2018-03-29 12:00:00;2018-04-02 12:00:00;2018-04-02 12:00:00;2018-04-12 14:08:00;2018-04-02 12:00:00;2;"no";"visit";NA;24.8386495303059;55.3933657260632
"65_2019";"2019";2019-03-15 17:22:48;2019-03-31 14:30:00;2019-04-08 11:56:00;2019-04-11 10:20:00;2019-04-10 10:20:00;1;"no";"hde";NA;24.840841004625;55.3363469894975
"65_2020";"2020";2020-04-16 12:40:00;2020-04-20 12:40:00;2020-04-30 13:48:00;2020-07-05 10:55:00;2020-05-16 12:40:00;1;"no";"hde";NA;24.840235998854;55.344141991809
"66_2018";"2018";2018-03-15 08:28:36;2018-04-05 08:43:00;2018-04-05 08:43:00;2018-05-08 08:01:00;2018-04-14 08:28:36;1;"no";"hde";NA;24.8412707290442;55.3315621596151
"66_2019";"2019";2019-03-27 20:08:24;2019-04-01 09:06:00;2019-04-24 16:25:00;2019-05-01 17:43:00;2019-04-26 20:08:24;1;"no";"hde";NA;24.8371555940511;55.3763846550511
"66_2020";"2020";2020-04-18 13:25:00;2020-04-22 13:25:00;2020-04-22 13:25:00;2020-05-07 12:10:00;2020-04-30 00:47:30;0;"no";"half_rule";NA;24.8336560372263;55.3971619717777
"67_2018";"2018";2018-04-05 12:32:59;2018-04-05 12:33:00;2018-04-29 12:20:00;2018-05-06 09:49:00;2018-05-04 09:49:00;1;"no";"visit";NA;24.8410558102701;55.3563588446055
"67_2019";"2019";2019-03-29 14:18:00;2019-04-01 10:10:00;2019-04-04 09:50:00;2019-05-02 16:16:00;2019-04-28 14:18:00;1;"no";"hde";NA;24.8338450559837;55.370501566429
"67_2020";"2020";NA;2020-04-22 13:55:00;2020-04-22 13:55:00;2020-04-22 13:55:00;2020-04-22 13:55:00;5;"no";"visit";NA;24.83826700598;55.393047966063
"68_2018";"2018";NA;2018-04-08 11:30:00;2018-05-04 17:00:00;2018-05-06 08:07:00;2018-05-04 03:00:00;1;"no";"logger";NA;NA;NA
"68_2019";"2019";2019-03-31 10:28:00;2019-04-01 11:12:00;2019-06-08 05:36:00;2019-06-08 15:45:00;2019-06-08 05:36:00;0;"yes";"logger";38.2409;24.8350972691355;55.3738333257633
"68_2020";"2020";2020-03-26 09:57:48;2020-04-23 10:41:00;2020-04-23 10:41:00;2020-04-28 10:35:00;2020-04-25 09:57:48;0;"no";"half_rule";NA;24.8401319794357;55.3467620071024
"69_2018";"2018";NA;2018-04-08 12:10:00;2018-04-08 12:10:00;2018-05-06 10:00:00;2018-04-09 12:10:00;1;"no";"hde";NA;24.8401578569833;55.3557858577047
"69_2019";"2019";2019-03-30 12:20:00;2019-04-01 13:47:00;2019-05-01 17:30:00;2019-05-01 16:55:00;2019-05-01 05:30:00;1;"no";"logger";NA;24.8395825456828;55.3465467598289
"69_2020";"2020";2020-03-28 14:47:12;2020-04-23 11:40:00;2020-04-23 11:40:00;2020-05-24 11:15:00;2020-04-27 14:47:12;1;"no";"hde";NA;24.8411389812827;55.3289180248976
"7_2018";"2018";2018-03-11 14:55:00;2018-03-15 14:55:00;2018-03-22 07:50:00;2018-04-10 09:28:00;2018-04-09 09:28:00;1;"no";"hde";NA;24.8417885158489;55.3663013308049
"7_2019";"2019";2019-02-06 16:52:36;2019-02-19 14:43:00;2019-03-04 16:12:00;2019-03-09 13:32:00;2019-03-07 13:32:00;1;"no";"visit";NA;24.8382810037583;55.3931180387735
"7_2020";"2020";2020-02-17 22:25:00;2020-02-27 08:01:00;2020-02-27 08:01:00;2020-03-25 10:50:00;2020-03-18 22:25:00;1;"no";"hde";NA;24.835216999054;55.3735560178757
"70_2018";"2018";NA;2018-04-08 14:00:00;2018-04-30 11:15:00;2018-05-14 09:45:00;2018-05-01 11:15:00;1;"no";"hde";NA;24.8410118052784;55.3665678350303
"70_2019";"2019";2019-04-01 14:05:00;2019-04-01 14:05:00;2019-05-19 11:12:00;2019-05-23 14:20:00;2019-05-19 11:12:00;2;"no";"visit";NA;24.8402064416396;55.3333046407963
"70_2020";"2020";2020-04-08 11:44:12;2020-04-23 13:25:00;2020-04-23 13:25:00;2020-05-10 12:20:00;2020-05-08 11:44:12;1;"no";"hde";NA;24.8402299638838;55.3569920361042
"71_2018";"2018";NA;2018-04-08 15:29:00;2018-04-08 15:29:00;2018-05-10 12:45:00;2018-04-09 15:29:00;1;"no";"hde";NA;24.8370538141739;55.3924183381277
